Longitude,Latitude,RFBO_5 raw values
-157.05815497806864,22.00677673649134,2.258188E-5
-159.8681880674924,22.312930134640155,1.6574096E-4
-159.88425158383487,23.918706181383236,3.7892456E-5
-158.01313376506388,20.929557624796033,5.2605114E-6
-158.8413748078489,21.679233268551936,4.7351303E-5
-160.81482856551256,20.84448070825835,1.5733107E-5
-157.35901027889926,23.175198062208384,4.122705E-6
-160.10383385696468,20.778183134110428,3.65322E-5
-160.30843427810936,21.154645777226584,3.476828E-5
-159.2614581462391,23.490375192572042,1.1328536E-4
-159.46268558893033,22.46879039209991,3.1997781E-4
-160.15346509260613,22.459715697977657,1.0131659E-4
-161.25406542060486,21.135508467910597,8.725369E-6
-159.68856839874942,23.383955141518232,1.380406E-4
-160.11882779732787,21.99868412997153,3.2303133E-6
-159.8390091463056,21.10601643257144,2.9215907E-5
-160.17394285315814,20.330359415825402,6.294284E-6
-159.75844336197503,20.987180316670415,4.2658834E-5
-160.9464942121439,21.661487440650994,2.1046462E-5
-157.32538582955436,21.199797778779164,3.0533895E-6
-160.75796938453615,23.290552894363152,7.875859E-5
-160.5123033361641,21.992321738861488,1.9765306E-5
-159.7414956393225,24.23053696001434,3.4699748E-5
-157.76565924321585,21.829874383365752,1.7118877E-5
-159.18960796060054,21.051099532942096,3.7075857E-5
-160.3948961243921,20.590984840830288,1.1960321E-5
-159.39197836732342,22.53457111558298,2.6593936E-4
-160.39537708616353,22.730029511848457,1.0376596E-4
-159.26529103441212,21.11379484919192,1.9508685E-5
-160.01581377636188,23.72401151626047,9.0365786E-5
-157.987505697854,23.421719806673416,3.8218215E-5
-157.10871167640533,22.794782751768565,2.0592424E-5
-160.5082149816098,24.054081058888293,5.5924243E-5
-159.37418161085506,23.763233987091244,7.893441E-5
-160.00167054176612,21.942706336235528,2.1013624E-5
-159.73958695275607,23.961259470676502,8.460469E-5
-158.70959074566235,22.10373406741099,7.296973E-5
-159.24655133412745,21.72820889833288,6.748175E-5
-159.95471328241968,21.200649465258874,4.4392596E-5
-158.61505145722688,21.384581781287697,1.6667625E-5
-158.5881660980444,23.419073127268504,9.695101E-5
-159.01239787835848,21.631860656954213,3.056484E-5
-160.62458956138266,21.742145580295652,1.5737978E-5
-159.2608658973538,24.07696378442209,9.921769E-5
-157.96994033837362,22.584792904926967,1.041518E-4
-160.41931389433145,23.874105565269172,5.48957E-5
-157.34690045622517,21.575765124810438,1.3739696E-5
-158.14221972117048,24.08534139438731,2.4984281E-5
-161.20880962759304,22.88710349287252,1.771787E-5
-157.31137925994975,22.282180222904877,4.5989465E-5
-159.21476786234038,22.850619513561277,1.3419527E-4
-158.1118550306351,22.21095169859028,1.2452203E-4
-158.06593325846674,21.79952777188306,2.0011643E-5
-159.83772901849323,23.98293022746389,6.5231055E-5
-160.90315303190033,22.456813482904153,5.031161E-6
-160.8588521872057,21.399250945258576,1.17858035E-5
-157.3358604947128,22.440435669842618,1.0121161E-4
-160.15312924617137,22.867961962651545,9.906382E-5
-159.4658422962459,24.322587034524453,5.773333E-5
-159.33875954845044,24.116259835520847,4.850204E-5
-161.001441030497,20.58650554766746,1.3105391E-5
-159.25692004340507,21.387052955548207,6.045418E-5
-160.0056526183513,21.666330728481118,2.4778688E-5
-158.76633115432602,20.692829325781005,1.0016912E-5
-161.55068015777243,21.45545902779135,1.4152128E-5
-159.45539133589475,23.92795177226243,9.280525E-5
-158.5346396121115,23.62110962773016,7.668311E-5
-157.68934217317275,23.068564818296913,2.4161656E-5
-158.38784397410672,22.779960071487537,1.4118159E-4
-159.43634683938618,23.215592709989394,1.4208688E-4
-160.24080696140558,23.915679755352233,5.2634892E-5
-157.48841361839743,23.05927318600694,1.9213581E-5
-159.43338736756377,22.329476380494725,2.4692394E-4
-158.9842647668338,22.609460471345127,1.574651E-4
-160.13664633613868,24.13133454608107,4.9136168E-5
-160.74775908233113,20.911381177535635,3.0614097E-5
-159.9213942645285,24.126899194492484,7.595401E-5
-161.18628809349264,21.88740575889076,2.2630222E-5
-160.90724718628152,20.65704697107213,8.48603E-6
-158.51976086753842,23.9624016288817,6.653415E-5
-159.8557475596256,24.32510182763407,7.9544596E-5
-158.47099674739442,22.278108299091414,2.7169051E-4
-159.26322174990136,20.071158240513782,1.5948667E-6
-159.83185840487516,21.523723332405297,4.2203566E-5
-160.34105115795418,20.262414237531353,9.969777E-6
-160.29914580392207,22.936972226232555,5.9833284E-5
-160.4386705391777,22.237490253332112,4.3850316E-5
-161.46700733147753,21.556471581498997,1.278337E-5
-159.55360364820456,20.102436789812312,1.4394598E-6
-157.42078445639586,22.942740546197697,2.831226E-5
-160.20062776602927,24.14017307335049,6.9688645E-6
-157.6319634424522,21.613614553083988,1.3389271E-5
-159.84546749062534,21.086636109109573,3.255943E-5
-159.56121137819224,24.450671913352984,2.4881318E-5
-160.57828819580155,22.09637020183561,1.9706467E-5
-160.931095131618,20.735050801622712,1.0941613E-5
-159.7105526883774,22.477134314444925,3.5171997E-4
-158.06228487211382,23.53822040221279,3.868498E-5
-160.16899324667992,21.39490381122116,2.486477E-5
-161.39687073969435,21.361020521922246,1.1068046E-5
-161.41159896835921,22.535491259069243,2.2746508E-5
-159.48023821697433,21.15462101762724,2.1219157E-5
-161.62428676606893,22.750341418553155,1.7688606E-5
-160.3101518175469,23.35212102515525,1.2810617E-4
-159.00643301028433,23.91900029438239,4.0650928E-5
-157.99926966586912,21.06833915692269,4.902673E-6
-159.05378889645147,24.326503155350363,3.2465585E-5
-157.7267416835313,20.655769068732432,1.5808357E-7
-160.60842682393712,23.99166239981753,1.5362388E-5
-158.9746952358991,20.61771760815809,9.5131845E-6
-159.0101132263466,24.157802311490336,6.605916E-5
-160.10114330542206,20.338987896807176,5.8188866E-6
-159.17166768246182,20.246703424062872,2.6456592E-6
-159.30344900242397,21.162318613896232,2.047905E-5
-159.66933192976063,23.109735846134846,1.9320217E-4
-160.11133006610072,22.60050775245957,1.3148176E-4
-160.66619092664845,23.90381218521811,1.8019979E-5
-158.81516561834022,24.297018593645788,6.682757E-5
-157.66387034117588,23.73882663797925,2.5420395E-5
-158.2321701890417,22.833648343808836,1.4445401E-4
-159.488179139523,23.093585466177323,3.15357E-4
-160.03005471556142,20.668313891352046,2.0535746E-5
-160.55452454143148,22.4248479324857,6.519406E-5
-157.98570472411558,23.92432062197246,3.769203E-5
-159.1771228994165,21.04921668234671,1.7033139E-5
-157.337818428363,22.4692097224494,5.65817E-5
-158.72090444312258,23.81826248591973,7.0783775E-5
-160.54980738543847,22.44288446035523,6.7155906E-6
-159.5576755046783,21.808741487286113,4.0749124E-5
-160.09274496374667,21.4079386102074,3.491766E-5
-161.71708868762167,22.480691918437977,1.7947386E-5
-158.1088101830349,23.9708302081855,3.671905E-5
-160.0038504088225,22.917061191910793,1.3365512E-4
-159.51007093052368,22.563907434985445,1.6952389E-4
-158.40058837008726,21.471110159404343,1.0195446E-5
-160.07483058911546,24.07927882978513,8.736715E-5
-160.94966649377287,21.909532996573407,2.8429838E-5
-159.5047987402692,23.994685717495965,2.9598597E-5
-158.31408995223902,22.184627095747114,1.16228504E-4
-158.9902605453235,23.178768377749805,1.2387404E-4
-161.4787010674587,22.394641154404614,1.7016358E-5
-158.26385531092996,21.207208276012594,8.628751E-6
-159.86733937365875,24.02568068694908,7.3222815E-5
-160.82857990247356,22.614739296908148,3.9233644E-5
-157.7586275805294,22.987822763748948,4.1950938E-5
-159.2734218694177,22.781638690155592,1.1332468E-4
-160.26164662847063,20.203638203539796,5.3969425E-6
-160.80278596871457,23.5901373573189,7.9104475E-6
-160.3936643981816,23.053440279613618,1.2523148E-4
-158.45651799068898,20.27436988190121,6.6171256E-6
-159.6469017736885,24.18428757518353,1.0242725E-4
-160.65773409015142,22.194663700781625,4.7312224E-5
-160.5804048373638,20.659009234342943,1.310152E-5
-158.1686394871162,21.998687927299784,3.939315E-5
-158.7644061173028,23.517714465516605,5.191102E-5
-159.02676810023965,21.40401554229843,6.7358895E-5
-160.99728595221129,21.192155521377153,1.474165E-5
-159.31863990875505,22.498039282716896,3.6471314E-4
-158.873415498491,20.28157311953603,7.6059023E-6
-159.2672412144565,22.85649965353749,1.0633162E-4
-159.59408102581017,24.346437629707857,3.551148E-5
-160.5502373118648,23.66580545200388,5.4828637E-5
-158.38364734083308,21.49833885015856,1.29016325E-5
-157.15028270609378,21.693073345294952,7.730172E-6
-157.43905444675215,23.457400708916015,2.6351994E-5
-158.541377791927,22.059646901670355,5.1009458E-5
-160.28480749227236,21.825439610346887,1.0598128E-5
-159.505433172662,20.20566074209816,4.2397546E-6
-159.51872352627566,23.32130181032155,1.03343E-4
-159.65914268631767,23.600236274843347,7.997629E-5
-159.5266856361981,20.633020621269303,2.5179577E-5
-158.81657490581435,21.066642148230216,4.3072057E-5
-159.12632825608063,20.62890711050113,1.1614422E-5
-160.08410610372042,21.70988777360914,2.1320182E-5
-159.97531775006496,21.47841976469409,3.0857176E-5
-158.41392667236607,22.654663371109365,1.3512567E-4
-160.54745309971648,23.7748380871896,5.9708833E-5
-159.63735047541434,20.87708310788692,2.4996405E-5
-158.58649169943246,21.11489276963764,7.985007E-6
-161.0702440837212,23.482499719553584,2.665594E-5
-161.19430246672195,23.537861799390672,2.1051559E-5
-157.82073205626543,23.154097905743882,3.68808E-5
-159.40691289468953,24.11240613865243,9.277632E-5
-158.67318321707015,21.227376501030836,1.6598598E-5
-159.86245564990347,23.18534252113198,1.3839196E-4
-159.475162580012,22.626563485990623,2.3363986E-4
-159.75517231553482,20.943030964769747,2.9307013E-5
-158.03133564156443,22.438010689862686,8.262387E-5
-160.23306461973993,20.640001966268706,2.1519922E-5
-160.30182016381536,21.344676443191133,3.2758297E-5
-160.34068623298134,22.745371447308866,1.0599063E-4
-158.6845594757173,21.66650026002583,1.980972E-5
-158.4455719212833,20.470596891588574,5.8656055E-6
-160.69469083975793,21.52442627550967,1.2534347E-6
-159.28095486596314,21.75808969643144,4.2011165E-5
-158.0917863882605,23.993880958859542,2.343403E-5
-159.6505520064576,23.433161477303102,1.343745E-4
-158.05030495281244,22.045542571433856,3.8061065E-5
-159.48381337631906,23.27378371763245,1.314194E-4
-160.30146746477914,21.58307116526142,2.828069E-5
-158.57829342047017,21.678471433419364,2.1663525E-5
-158.50329841794397,23.20211118723509,1.3012641E-4
-159.2527201512237,21.229600610095808,2.6521036E-5
-158.2968711765898,23.9263581821117,4.3778E-5
-158.52027616191404,21.023519634442252,1.7217551E-5
-158.20534401359205,22.298379441578167,2.0153119E-4
-160.8524779314288,23.813108000828894,4.8279926E-5
-159.5030304361302,24.006780891651026,6.833048E-5
-158.84203552399245,21.276225330622072,1.0167932E-4
-160.87654873953053,21.04920782651437,1.8512226E-5
-158.87708487203082,21.471222394499378,7.622554E-5
-160.75468922008815,20.867051691932783,5.6143704E-6
-161.54003940910258,23.125121945043023,7.086026E-6
-157.69129037930767,20.98782818418357,2.213569E-6
-160.46545611919433,21.80562623965592,1.2461483E-5
-157.75543212084185,21.771789001322144,1.9559518E-5
-160.83411620404993,23.223866489513696,6.817377E-5
-158.98136117062853,20.29429947291793,4.5089014E-6
-159.48755142736923,24.438298938680163,1.2337581E-4
-161.07488516647396,22.737735678380517,8.3426485E-6
-158.67308259465912,21.320964210037523,3.9376813E-5
-160.13727215826017,23.741600466838893,5.0082454E-5
-157.91202757847225,23.383102757570068,4.101055E-5
-158.49834750298186,22.398420039553894,1.8144761E-4
-158.6000612510754,21.640194651255104,2.8200708E-5
-158.43375437924067,22.90275391427791,1.6048558E-4
-159.3369204609249,20.997417398767837,1.564697E-5
-160.5264230381804,21.310566690025194,2.0267353E-5
-158.17704669964132,22.031144407397903,4.791603E-5
-160.8810709470812,23.23255780741374,7.278429E-5
-159.37009469563301,20.080576484029404,1.4068389E-6
-158.5045422571365,22.279213795084917,3.0498367E-4
-157.82232043156776,21.220853080697015,3.4958316E-6
-157.82641121632335,22.05814481152507,4.220235E-5
-158.88209549971108,24.294692665863984,6.777308E-5
-159.91504160991937,24.132165223579474,5.770659E-5
-159.26070655980377,21.749816506092824,4.39355E-5
-159.36936516442054,21.752225891230136,3.872754E-5
-159.21520297013925,24.059806176149884,4.936663E-5
-158.35841154031752,22.567439881280723,1.5316326E-4
-160.55262823513567,23.984836535080547,2.1896443E-5
-157.364738803469,22.36965680354694,7.018217E-5
-159.31473237660884,20.689659599176444,1.6171085E-5
-159.50838294940164,24.099167154449077,5.472571E-5
-158.93199056708386,23.89276590807533,6.756965E-5
-160.3540311660302,20.471026604345198,7.4542927E-6
-159.21482789826527,20.08535834155572,1.8663595E-6
-158.0503999263755,20.78635313202722,8.576905E-6
-158.35658608451004,23.681384559648365,4.154714E-5
-159.05241074753877,21.400743970437137,7.0151444E-5
-159.62991070219493,23.574661910259998,7.938161E-5
-158.96024678122012,22.171155305703298,2.2213624E-4
-160.38386710493643,23.868638189672296,8.8582856E-5
-159.78386245312427,23.1840843793369,1.0024434E-4
-161.09372150891824,22.85022756282962,1.4124754E-5
-161.27364191311162,22.21131045534379,2.6677575E-5
-157.56395534463488,21.503225269565316,5.9353033E-6
-158.01534471140852,22.596327938662775,1.681881E-4
-160.65616855292558,21.94953770110046,3.639395E-5
-159.8447910491895,23.339358725077236,8.562911E-5
-157.66417522463206,22.640564909374568,7.924674E-5
-159.09717917727338,23.38586471566523,1.1754451E-4
-157.2445278070901,21.720438402278823,1.9922421E-5
-159.66051144210542,20.61600904293351,1.6826752E-5
-159.1117605426013,22.426330885243107,1.7734809E-4
-158.71442797462348,22.241481604145914,1.668063E-4
-158.01949653302324,21.37302143592272,9.651084E-6
-159.2624830704853,21.362648642600263,2.727878E-5
-157.69144262308563,22.930444510682037,4.3620188E-5
-160.4828540877978,21.072649232773166,3.2031603E-6
-157.65767803287957,22.17982500314284,7.886075E-5
-160.697598701397,23.379621657479888,7.843129E-5
-159.27397645968935,21.829126758754846,4.9254297E-5
-161.02647268068526,21.241540885742957,1.5582138E-5
-160.18773485265393,22.8492275077179,1.1627327E-4
-160.0589426690741,20.20263080961616,5.8092755E-6
-159.62313440411887,21.517089858555853,2.4439145E-5
-158.68130334599343,22.99986788366102,2.4064066E-4
-158.89658285550425,22.90836274221002,1.741252E-4
-157.71174313327873,21.041099795007273,3.9128927E-6
-161.43873557210534,21.36360256712716,5.064425E-6
-157.26831548052724,22.5240637533126,6.390404E-5
-159.58353701659746,24.477804239869698,6.754021E-5
-160.5341256947599,22.814777830508323,1.4342312E-4
-160.46252987615253,23.842317056124276,6.504667E-5
-159.3553268534572,21.9620756063617,6.127481E-5
-158.45081093979368,21.40332716428873,1.4721998E-5
-159.07136643601567,22.352181779185695,2.750726E-4
-160.47566869167483,22.43861656913791,8.434161E-5
-157.48650643155483,22.139478247134125,4.9689148E-5
-160.00788860035433,23.92159097142293,5.7735597E-5
-160.83731676458794,23.151381801157036,4.860391E-5
-160.1948401796282,22.408379793543695,1.0351983E-4
-158.48674478938975,21.299307412173597,1.6663516E-5
-158.84596220697463,20.623610106171263,8.365736E-6
-158.29271027163648,20.98948994683317,9.87731E-6
-160.27539952554702,23.593104917861602,1.2747938E-4
-159.18189908480832,21.36353129583009,2.3556993E-5
-159.2996391938937,20.063277953158273,1.4351389E-6
-159.93512734198822,24.29785304936372,3.7755715E-5
-158.4170028072699,22.181455605831893,1.9050698E-4
-160.38655687586217,22.236388350840468,4.73017E-5
-158.38995558974878,21.840342905029814,3.248658E-5
-160.06423823533734,20.614411823186664,1.32302075E-5
-157.69752141984546,21.42308302302607,4.1389926E-6
-161.32465305796802,22.00310248647261,2.0617612E-5
-157.88660971081134,20.581286030278196,3.6247081E-6
-160.185748202815,22.66047393834182,1.7628317E-4
-159.22789885715514,23.792052294443035,6.391581E-5
-158.167013625428,23.211163534765298,4.7446585E-5
-159.28116398070068,21.14194333947535,2.2771705E-5
-161.0572103528755,22.889871944749324,1.2255293E-5
-160.84750699889992,22.74567077592829,2.0315543E-5
-157.36487707890188,21.728085773387907,1.2187796E-5
-160.6085098310236,22.090845685843643,2.5115383E-5
-159.9080940838653,23.532204126373216,6.605886E-5
-158.23726817088271,22.66027968541521,1.6706821E-4
-160.03087699255923,22.411868264293663,1.6247896E-4
-159.81030406180406,20.413107944863764,1.3150711E-5
-159.855917338206,22.413950020790143,1.7172008E-4
-158.53239069736682,21.002046029799665,1.21090325E-5
-161.27878254034377,21.277088177658655,1.6870077E-5
-157.7111054073089,21.90338515928687,2.2473369E-5
-160.77751500800676,23.695244490356433,4.882372E-5
-159.2171393999192,23.554393275262576,1.7884307E-4
-158.83014378532155,20.20247696739609,2.1138535E-6
-157.92936927220325,22.589143872386895,1.382698E-4
-159.35622491068435,20.5652808649515,1.1883667E-5
-159.93255618009437,20.632804089692783,2.2812023E-5
-161.77019399719484,22.259880553397732,3.0692845E-5
-160.9364520870245,22.149040954732328,3.0423711E-5
-160.47430294092658,23.08959090403616,8.639783E-5
-161.5098032374074,21.293985137616794,8.9242285E-6
-160.67159706651043,21.229515784343285,2.1443648E-5
-160.03911280711532,22.972471446966264,1.4133872E-4
-161.19976632861724,21.62851271176633,2.0220803E-5
-158.14574245392743,22.15944681464143,1.6547336E-4
-157.8763817418371,21.12884442647107,6.2007143E-6
-160.92342191145252,23.420518676820336,5.350196E-5
-160.4753072481638,20.943381240434242,2.1773629E-5
-160.2203407826135,21.094595836742002,4.1716172E-5
-157.99992893149678,20.899460450113942,4.668339E-6
-161.34450689537772,21.17634468647356,4.9025957E-6
-158.12806010033032,23.1670987166783,5.8422294E-5
-159.42067394127199,23.54964307346206,9.114314E-5
-158.4783793040803,20.98961052925615,1.4226605E-5
-158.49821326260016,21.31110375135129,2.4307747E-5
-160.5619803463744,20.943990489214602,1.9537101E-5
-159.94239134891546,22.89057452054154,1.3922283E-4
-159.51950316682925,23.002183855797217,4.322721E-4
-157.40753463446862,23.181217735154586,2.5565942E-5
-158.96894526785064,23.706543497370056,7.825687E-5
-158.48652763698237,22.445736348355627,1.08768596E-4
-159.58496850803667,23.897733921736926,5.4323606E-5
-161.0984623451145,21.369021946915353,1.3208818E-5
-157.50367066802988,21.807354646106408,2.2813343E-5
-159.57402410946426,23.207984629603263,1.682506E-4
