Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.35564E-8,0.000003356,0.000259046,1,0,0
7.76934E-8,0.000016674,0.000599668,0.999840967,0,0
9.11782E-8,0.000025792,0.000703712,0.99976145,0,0
1.13451E-7,0.000056724,0.000875538,0.999522901,0,0
1.89477E-7,0.000110707,0.001461826,0.999284351,0,0
2.66589E-7,0.000274445,0.00205614,0.998727735,0,0
3.44426E-7,0.000529879,0.002655681,0.998091603,0,0
3.94464E-7,0.001004918,0.003040904,0.997057888,0,0
5.27683E-7,0.002518884,0.004065801,0.994433842,0,0
6.66623E-7,0.005008061,0.00513358,0.991173664,0,0
8.94968E-7,0.010083283,0.006885967,0.986005089,0,0
1.54141E-6,0.025094063,0.01183021,0.976145038,0,0
2.08993E-6,0.050057949,0.016006279,0.965410305,0,0
2.93445E-6,0.100118901,0.022401282,0.949506997,0,0
4.45501E-6,0.200231012,0.033811038,0.928117048,0.000725163,0.003257329
5.40312E-6,0.300202029,0.040857798,0.911895674,0.000725163,0.006514658
6.26858E-6,0.400526687,0.04724536,0.89821883,0.001087745,0.006514658
7.19802E-6,0.500099921,0.054057763,0.886450382,0.001450326,0.009771987
7.93791E-6,0.600443391,0.059446021,0.875874682,0.001812908,0.013029316
8.67811E-6,0.700701994,0.064805871,0.866253181,0.002900653,0.016286645
8.99253E-6,0.750193939,0.067073314,0.861800254,0.002900653,0.016286645
9.29537E-6,0.800647918,0.069252115,0.857426845,0.002900653,0.016286645
9.90799E-6,0.900654303,0.073643997,0.849157125,0.003263234,0.016286645
1.0508E-5,1.000878955,0.077925406,0.841364504,0.003988397,0.016286645
1.1067E-5,1.100959255,0.081896097,0.833969466,0.004350979,0.016286645
1.1475E-5,1.200097932,0.084783629,0.82697201,0.004713561,0.016286645
1.19436E-5,1.30092978,0.088089307,0.820133588,0.004713561,0.016286645
1.23767E-5,1.400616419,0.091133153,0.813613232,0.005438724,0.016286645
1.28068E-5,1.500049507,0.094146079,0.807331425,0.005801305,0.016286645
1.38172E-5,1.750325789,0.101185419,0.792382316,0.006163887,0.016286645
1.48874E-5,2.000450239,0.108581805,0.778546438,0.00906454,0.016286645
1.59658E-5,2.251509791,0.115972586,0.765585242,0.00906454,0.022801303
1.67884E-5,2.501149392,0.121569315,0.753498728,0.009789703,0.022801303
1.75492E-5,2.750825177,0.126714072,0.74196883,0.010152284,0.022801303
1.8402E-5,3.000735197,0.132444904,0.730916031,0.010152284,0.026058632
1.92295E-5,3.250862748,0.137969996,0.720340331,0.010514866,0.026058632
2.0007E-5,3.501883275,0.143129196,0.710162214,0.011240029,0.026058632
2.07932E-5,3.751301395,0.1483147,0.700461196,0.011965192,0.03257329
2.16062E-5,4.001604316,0.153644043,0.691078244,0.013052937,0.035830619
2.22775E-5,4.25157518,0.158019203,0.682013359,0.014865845,0.035830619
2.31017E-5,4.501088784,0.163359828,0.673266539,0.01595359,0.035830619
2.38752E-5,4.750055314,0.168341655,0.664837786,0.017766497,0.035830619
2.47245E-5,5.00026426,0.173777295,0.656647583,0.018129079,0.035830619
2.55272E-5,5.251901695,0.178881491,0.648695929,0.018854242,0.035830619
2.64259E-5,5.501429,0.184559394,0.641062341,0.020304569,0.035830619
2.72679E-5,5.751267906,0.189842878,0.633667303,0.022480058,0.035830619
2.82096E-5,6.000763239,0.195712267,0.626510814,0.023930384,0.035830619
2.91091E-5,6.252793476,0.201278444,0.619513359,0.026105874,0.042345277
3.00404E-5,6.50124122,0.20700093,0.612833969,0.028643945,0.045602606
3.09264E-5,6.751025953,0.212406982,0.606313613,0.030094271,0.048859935
3.16338E-5,7.001330662,0.216696431,0.59995229,0.031182016,0.048859935
3.23349E-5,7.251056888,0.220925116,0.59375,0.03444525,0.048859935
3.32885E-5,7.500481422,0.226640045,0.587706743,0.037708484,0.052117264
3.39877E-5,7.752624107,0.230803913,0.581743003,0.040609137,0.06514658
3.47578E-5,8.000292834,0.235363537,0.576017812,0.045685279,0.068403909
3.55933E-5,8.250341493,0.240280086,0.570372137,0.047860769,0.068403909
3.63958E-5,8.502115591,0.244972686,0.56480598,0.049673677,0.068403909
3.69071E-5,8.751381007,0.247947536,0.559398855,0.052936911,0.068403909
3.77183E-5,9.001281387,0.252642552,0.554071247,0.054024656,0.068403909
3.86266E-5,9.253041559,0.257865565,0.548823155,0.056925308,0.068403909
3.94936E-5,9.503207932,0.2628166,0.543734097,0.059825961,0.068403909
4.02188E-5,9.753950921,0.266932291,0.538724555,0.061638869,0.071661238
4.09897E-5,10.001787492,0.271282735,0.533874046,0.06417694,0.074918567
4.16065E-5,10.253614766,0.274744955,0.529023537,0.067077592,0.074918567
4.24255E-5,10.501345763,0.279316248,0.524332061,0.069615664,0.078175896
4.32415E-5,10.753936062,0.283842183,0.519640585,0.071428571,0.081433225
4.40555E-5,11.002539345,0.288329005,0.515108142,0.073241479,0.081433225
4.48913E-5,11.25143297,0.292906323,0.510655216,0.07577955,0.081433225
4.56794E-5,11.500755681,0.297196029,0.506281807,0.078680203,0.081433225
4.64263E-5,11.753906416,0.30123684,0.501908397,0.080855693,0.081433225
4.71921E-5,12.002041258,0.305356083,0.49769402,0.083756345,0.084690554
4.80507E-5,12.254489136,0.309946156,0.493479644,0.086656998,0.091205212
4.8958E-5,12.502012744,0.314762765,0.4894243,0.089920232,0.094462541
4.96579E-5,12.753480788,0.318455478,0.485368957,0.093183466,0.094462541
5.04083E-5,13.003828234,0.322392717,0.48139313,0.094633793,0.09771987
5.12681E-5,13.252887225,0.326875947,0.477496819,0.097534445,0.104234528
5.21737E-5,13.501278652,0.331566178,0.473680025,0.099347353,0.107491857
5.29919E-5,13.753974042,0.33577537,0.469863232,0.102973169,0.107491857
5.38872E-5,14.005372081,0.340350721,0.466125954,0.105873822,0.107491857
5.46803E-5,14.254946201,0.34437782,0.462468193,0.110224801,0.110749186
5.53595E-5,14.50268714,0.347806669,0.458889949,0.112762872,0.110749186
5.60331E-5,14.753279984,0.351189753,0.455311705,0.116388687,0.110749186
5.67786E-5,15.001477293,0.354913727,0.451812977,0.118926759,0.110749186
5.76166E-5,15.253160302,0.359073704,0.448314249,0.120739666,0.114006515
5.82918E-5,15.502374402,0.362406308,0.444895038,0.122189993,0.114006515
5.89429E-5,15.754369117,0.36560348,0.441475827,0.123640319,0.114006515
5.96548E-5,16.003576501,0.36908052,0.438136132,0.125453227,0.114006515
6.03904E-5,16.255686851,0.372653717,0.434796438,0.127991298,0.117263844
6.11235E-5,16.504703397,0.37619438,0.43153626,0.131979695,0.120521173
6.18669E-5,16.750874568,0.37976432,0.428355598,0.134880348,0.127035831
6.26158E-5,17.000181324,0.383340443,0.425174936,0.136693256,0.127035831
6.33938E-5,17.252326485,0.387033578,0.421994275,0.138143582,0.13029316
6.43848E-5,17.501274237,0.391705617,0.41889313,0.143219724,0.13029316
6.52382E-5,17.754026328,0.395700431,0.415791985,0.146120377,0.133550489
6.60995E-5,18.003644382,0.399705387,0.412770356,0.149383611,0.133550489
6.69364E-5,18.256473546,0.403571573,0.409748728,0.153009427,0.133550489
6.77224E-5,18.505575632,0.407179999,0.406806616,0.155184917,0.133550489
6.86835E-5,18.751256631,0.411563008,0.40394402,0.158810732,0.133550489
6.95344E-5,19.000211413,0.415415885,0.401081425,0.164612038,0.146579805
7.03933E-5,19.252112485,0.419279675,0.39821883,0.166787527,0.153094463
7.12367E-5,19.500229892,0.423048905,0.395435751,0.170775925,0.153094463
7.2153E-5,19.75112417,0.427116095,0.392652672,0.173313996,0.156351792
