Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.02513E-7,0.000040251,0.003929042,1,0,0
4.21825E-7,0.000082434,0.004117171,0.99992035,0,0
4.30098E-7,0.000125444,0.004197747,0.999840701,0,0
5.68208E-7,0.000293313,0.005541954,0.999601752,0,0
6.70898E-7,0.000541482,0.006540251,0.999283154,0,0
8.81243E-7,0.001082654,0.008581974,0.998725607,0,0
1.26583E-6,0.002589231,0.012304182,0.997690163,0,0
1.53538E-6,0.00513695,0.014904637,0.996256472,0,0
2.03772E-6,0.010158686,0.01973268,0.994026284,0,0
3.16267E-6,0.025142183,0.030459039,0.989326961,0,0
4.78018E-6,0.050045315,0.045676595,0.98438869,0,0
6.67058E-6,0.10015497,0.063159028,0.977299881,0,0
7.95867E-6,0.200075931,0.074887492,0.966706491,0.000725163,0
8.58985E-6,0.300283203,0.080580822,0.957068897,0.000725163,0
9.22951E-6,0.400331664,0.086314971,0.948148148,0.001087745,0
9.77456E-6,0.500235069,0.091172774,0.939784946,0.002175489,0.003257329
1.02972E-5,0.600435745,0.095806869,0.931819992,0.003263234,0.003257329
1.07425E-5,0.700316966,0.099735698,0.924253286,0.003263234,0.003257329
1.09418E-5,0.750174643,0.10148875,0.920589407,0.003625816,0.003257329
1.11593E-5,0.800983102,0.103398317,0.916925528,0.003988397,0.003257329
1.16054E-5,0.900056068,0.107302182,0.909996018,0.004350979,0.003257329
1.20518E-5,1.000510006,0.111190678,0.903225806,0.005076142,0.003257329
1.25091E-5,1.101019319,0.115157603,0.896694544,0.005801305,0.003257329
1.29116E-5,1.200346516,0.118634041,0.89048188,0.005801305,0.003257329
1.33689E-5,1.300286693,0.122567377,0.884428515,0.006526468,0.003257329
1.38428E-5,1.400886283,0.126624735,0.878534448,0.00688905,0.003257329
1.43242E-5,1.500872332,0.13072673,0.872879331,0.007251632,0.003257329
1.57577E-5,1.75087968,0.142829153,0.859577857,0.008701958,0.009771987
1.71118E-5,2.000581258,0.154106808,0.847471127,0.010514866,0.009771987
1.8423E-5,2.250441422,0.164885338,0.836240542,0.011965192,0.013029316
1.96325E-5,2.500922366,0.174705964,0.825726802,0.014140682,0.016286645
2.08633E-5,2.750448705,0.184581645,0.815929908,0.016678753,0.022801303
2.1906E-5,3.000473935,0.192854829,0.806610912,0.019579405,0.022801303
2.29523E-5,3.251724721,0.201072624,0.797690163,0.02284264,0.022801303
2.37906E-5,3.50194012,0.207596393,0.789167662,0.024655547,0.026058632
2.47076E-5,3.751714949,0.214671656,0.780963759,0.026468455,0.029315961
2.5646E-5,4.001073307,0.221846399,0.773078455,0.0275562,0.029315961
2.6702E-5,4.252125282,0.229841844,0.765432099,0.029006526,0.029315961
2.76673E-5,4.502050171,0.237078724,0.758104341,0.031544598,0.029315961
2.86436E-5,4.750008031,0.244328866,0.751095181,0.031544598,0.029315961
2.97455E-5,5.000960632,0.252429545,0.744245321,0.032632342,0.03257329
3.10349E-5,5.252821165,0.261797833,0.737634409,0.035170413,0.039087948
3.22167E-5,5.502603867,0.270281213,0.731342095,0.035895577,0.042345277
3.34593E-5,5.752349638,0.279096136,0.72528873,0.03662074,0.042345277
3.43923E-5,6.000052729,0.285644788,0.719474313,0.038071066,0.045602606
3.57853E-5,6.252624106,0.295311354,0.713739546,0.039521392,0.045602606
3.69753E-5,6.503689683,0.30346541,0.708243728,0.040971719,0.045602606
3.8165E-5,6.751926861,0.311522906,0.702986858,0.042422045,0.048859935
3.9397E-5,7.000320327,0.319769257,0.697889287,0.044234953,0.048859935
4.0332E-5,7.251422696,0.325961111,0.692871366,0.047498187,0.048859935
4.13015E-5,7.500349806,0.332322465,0.688012744,0.048948513,0.055374593
4.22905E-5,7.750868,0.338749931,0.683233771,0.05039884,0.058631922
4.34142E-5,8.004292923,0.345977689,0.678534448,0.054387237,0.074918567
4.41849E-5,8.253979256,0.350889056,0.673994425,0.056200145,0.078175896
4.54779E-5,8.500355349,0.359045663,0.6696137,0.059463379,0.078175896
4.63097E-5,8.752473079,0.364239099,0.665232975,0.062364032,0.081433225
