Longitude,Latitude,RFBO avg
-157.05815497806864,22.006776736491386,1.5778583E-4
-159.8681880674924,22.312930134640197,1.3826866E-4
-159.88425158383487,23.918706181383246,7.945676E-5
-158.01313376506388,20.929557624796104,2.2224465E-5
-158.8413748078489,21.67923326855199,6.0621755E-5
-160.81482856551256,20.844480708258423,1.6702475E-5
-157.35901027889926,23.17519806220841,2.2079594E-5
-160.10383385696468,20.778183134110506,4.7897094E-5
-160.30843427810936,21.15464577722665,3.4940247E-5
-159.2614581462391,23.49037519257206,1.183428E-4
-159.46268558893033,22.468790392099947,1.4009874E-4
-160.15346509260613,22.459715697977696,4.910362E-5
-161.25406542060486,21.135508467910665,9.970476E-6
-159.68856839874942,23.383955141518253,1.7504218E-4
-160.11882779732787,21.99868412997158,5.342522E-7
-159.8390091463056,21.106016432571508,1.1834829E-5
-160.17394285315814,20.330359415825487,8.00901E-6
-159.75844336197503,20.987180316670486,3.211092E-5
-160.9464942121439,21.661487440651047,3.8422273E-5
-157.32538582955436,21.199797778779228,2.5098854E-5
-160.75796938453615,23.290552894363177,1.0279691E-4
-160.5123033361641,21.992321738861538,5.3980406E-5
-159.7414956393225,24.23053696001434,8.921259E-5
-157.76565924321585,21.829874383365805,1.2792127E-4
-159.18960796060054,21.051099532942164,5.226531E-5
-160.3948961243921,20.59098484083037,1.3908832E-5
-159.39197836732342,22.53457111558302,1.5899767E-4
-160.39537708616353,22.73002951184849,1.20528304E-4
-159.26529103441212,21.11379484919199,2.2360937E-5
-160.01581377636188,23.724011516260486,1.746448E-4
-157.987505697854,23.421719806673433,6.552138E-5
-157.10871167640533,22.7947827517686,5.6848472E-5
-160.5082149816098,24.054081058888297,1.0275563E-4
-159.37418161085506,23.763233987091255,1.356336E-4
-160.00167054176612,21.942706336235577,9.618079E-6
-159.73958695275607,23.961259470676513,1.0852878E-4
-158.70959074566235,22.103734067411036,1.08205706E-4
-159.24655133412745,21.728208898332934,5.1870946E-5
-159.95471328241968,21.200649465258937,4.1062332E-5
-158.61505145722688,21.38458178128776,2.9771723E-5
-158.5881660980444,23.419073127268526,1.05668754E-4
-159.01239787835848,21.63186065695427,1.9230181E-5
-160.62458956138266,21.742145580295706,6.01899E-5
-159.2608658973538,24.076963784422098,1.0427732E-4
-157.96994033837362,22.584792904927003,1.3179751E-4
-160.41931389433145,23.874105565269183,1.1589702E-4
-157.34690045622517,21.575765124810495,1.4724805E-4
-158.14221972117048,24.085341394387317,5.3473796E-5
-161.20880962759304,22.887103492872548,1.1846978E-4
-157.31137925994975,22.28218022290492,8.4728046E-5
