X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-158.649585426676,22.4661060583403,train,1.2435352853511157E-4,54.9367428492284,0.7050936601506506
-158.696408213333,22.5197762999999,train,8.644393397760629E-5,28.10011904467054,0.5720897343396094
-158.850944361572,22.4002796318888,train,1.1188617268846911E-4,44.654054023440814,0.6666870575312498
-158.7243068,22.4908662,train,9.525880962218588E-5,33.06578864485407,0.607571138565026
-158.724677563921,22.4911872360775,train,9.525880962218588E-5,33.06578864485407,0.607571138565026
-159.07292792312,22.1798372851436,train,1.5946856766784712E-4,80.63960221269826,0.791102556527374
-158.976227746816,22.2062485686623,train,1.8414953995334407E-4,93.59472943422577,0.836062208301703
-159.127599450225,22.2226338964456,train,1.6653262822767376E-4,84.39132484385142,0.8051017877534191
-159.22947429356,22.2367705854209,train,1.227576491585184E-4,53.69783990982196,0.7004358293140069
-159.400950763424,22.3260731579087,train,1.4219198055100973E-4,68.45430629368612,0.7524798512154591
-159.417291933798,22.3004237064717,train,1.229866339110405E-4,53.89373686667953,0.7011086517720834
-159.155743855734,22.7063006049211,train,1.9699156784317289E-4,96.89108155455045,0.85548491178872
-159.630767268677,22.5859138338469,train,1.654983662981403E-4,83.7652347204522,0.8031123157805887
-159.649945469871,22.5682461357138,train,1.7595497767385876E-4,90.2084897243014,0.8223253501669318
-159.556666,22.3417613,train,7.597576495425576E-5,22.611615727920505,0.5257633909332604
-159.298309990104,22.3325386297902,train,1.3037826130623913E-4,59.90568107929304,0.7220343448968924
-159.290131850548,22.3521597464929,train,1.3621227250520598E-4,64.33605490089536,0.7375107535283587
-159.8507732,22.6339461,train,6.718457092606598E-5,17.8743975457635,0.48300558738706356
-159.2936171,22.3417267,train,1.3703313401224363E-4,64.89029403741709,0.7396180443879472
-158.9725484,22.3855299,train,1.2970305967346122E-4,59.28944120725635,0.720185257828815
-158.926214607597,22.4609470453672,train,1.1446251057901722E-4,46.84427707955738,0.675013611354045
-158.987102824186,22.3587904967336,train,1.416788843110595E-4,68.14852608485087,0.7512296033081697
-158.791887381933,22.5086412135669,train,9.070057068898065E-5,30.273067806144713,0.5896070168240078
-158.412330134747,22.5860000127104,train,1.6099978108702692E-4,81.56261790063819,0.7942200113338983
-158.423221994104,22.5742804810973,train,1.5940770220738434E-4,80.60958584975185,0.7909776669939624
-159.271832495532,22.7781889063902,train,1.3246145748097696E-4,61.31909724502283,0.7276626692315242
-159.290466124192,22.7283081772658,train,1.7725380745012542E-4,90.81410502475443,0.8245770131155215
-159.210842286689,22.8309240584181,train,9.116069273909539E-5,30.505044088324194,0.5914570709938309
-159.461544514425,22.2639097655084,train,6.767415639919765E-5,18.093705929304214,0.4854850814271253
-159.4898346,22.3703399,train,1.544535084899736E-4,77.5587443091495,0.7805577442095709
-159.006544274505,23.0122567974662,train,1.7859349174679043E-4,91.4584778430094,0.8268696101130291
-158.997551676954,22.9950889218755,train,1.747499894740188E-4,89.46347739377711,0.8202105350880605
-158.985802648447,22.9967366987464,train,1.747228379221596E-4,89.42777832143534,0.8201625938759866
-159.064934208202,22.8817348314626,train,7.062888913842771E-5,19.689805917324282,0.500198828124036
-159.013659424663,22.955567741269,train,1.6802649125848785E-4,85.09615524271405,0.8079398988695261
-159.285580979803,22.3285295435082,train,1.5917326356788196E-4,80.48196425088176,0.7904959254642238
-158.977983479669,22.9848744926658,train,1.7465045438597784E-4,89.332607883005,0.820034724544495
-159.054844607611,22.7667774956771,train,1.3165125687552518E-4,60.99105715669547,0.7254873615884749
-159.019024151262,22.7487814241023,train,1.4808813793330258E-4,73.33692705642473,0.7664037280774987
-159.684796515057,22.4708707842734,train,1.9214312172508065E-4,96.15897335480294,0.8484381871978184
-159.699380640456,22.5004625288231,train,1.6403573767977359E-4,83.07825733191464,0.8002641365355652
-159.615855018917,22.4226693261719,train,1.6849470763695824E-4,85.25650818884192,0.8088209030725005
-159.527834397637,22.280943793582,train,5.273975539454616E-5,11.009624512190353,0.40421857600338595
-159.636429062341,22.4827325755705,train,1.888999603325333E-4,95.39742968790209,0.8435338052358612
-159.042733919135,22.6649704523178,train,1.7160945332298446E-4,87.28163991486412,0.8145796845383033
-159.438493808315,22.3593231336629,train,1.5633261840118306E-4,78.53603090427221,0.7845697727189305
-159.041753673999,22.6691112866069,train,1.7160945332298446E-4,87.28163991486412,0.8145796845383033
-159.072412709231,22.5961555871791,train,1.943498151354304E-4,96.48665577858527,0.8516870187133357
-159.17400436735,22.6035775899462,train,1.9666593949886103E-4,96.80249163504674,0.8550220811194071
-158.932213117971,22.6210491127566,train,1.457562006266966E-4,71.43903396596728,0.7609929857478669
-159.134856755772,22.3001725818773,train,1.7553856334621734E-4,89.96912372241813,0.8215973498504439
-158.897665086483,22.6983698184769,train,1.0370076969505095E-4,38.387357240302244,0.6387902167514068
-158.848213690025,23.0552654600023,train,1.629948532357084E-4,82.50097934639153,0.7982121611565264
-158.967937185307,22.4368865445442,train,1.511104564231518E-4,75.32954422090654,0.7732345006647801
-158.937234466101,22.7299463593274,train,1.240751940833994E-4,54.71220873609274,0.7042865423661033
-159.090964824448,23.1348372635814,train,1.5751496276629812E-4,79.4875166275904,0.7870564772113059
-159.50610820397,22.535982916912,train,1.760008007023502E-4,90.23690534213797,0.8224052790546408
-159.074202382235,23.1183154062195,train,1.5750646635687412E-4,79.47079179677992,0.787038710370944
-159.051468459033,23.0828860223423,train,1.5755745168244832E-4,79.55151227262502,0.7871453035391651
-159.22054201041,22.6378674131217,train,1.9773546053579292E-4,97.05691973627583,0.8565367052614692
-159.302012202519,22.8554344907583,train,7.034256043718671E-5,19.55673894107762,0.49879159823936103
-159.284547,22.8474321,train,6.585281536990745E-5,17.218004606844307,0.47620031725458933
