Longitude,Latitude,RFBO max
-157.05815497806864,22.006776736491386,1.6192302E-4
-159.8681880674924,22.312930134640197,1.4097094E-4
-159.88425158383487,23.918706181383246,8.246437E-5
-158.01313376506388,20.929557624796104,2.3196137E-5
-158.8413748078489,21.67923326855199,6.320876E-5
-160.81482856551256,20.844480708258423,1.7409977E-5
-157.35901027889926,23.17519806220841,2.415237E-5
-160.10383385696468,20.778183134110506,4.9517577E-5
-160.30843427810936,21.15464577722665,3.5879268E-5
-159.2614581462391,23.49037519257206,1.233107E-4
-159.46268558893033,22.468790392099947,1.4354185E-4
-160.15346509260613,22.459715697977696,5.0700306E-5
-161.25406542060486,21.135508467910665,1.0395719E-5
-159.68856839874942,23.383955141518253,1.7948882E-4
-160.11882779732787,21.99868412997158,6.5679967E-7
-159.8390091463056,21.106016432571508,1.2776639E-5
-160.17394285315814,20.330359415825487,8.475302E-6
-159.75844336197503,20.987180316670486,3.2975997E-5
-160.9464942121439,21.661487440651047,4.0019877E-5
-157.32538582955436,21.199797778779228,2.7340993E-5
-160.75796938453615,23.290552894363177,1.0644911E-4
-160.5123033361641,21.992321738861538,5.520414E-5
-159.7414956393225,24.23053696001434,9.123901E-5
-157.76565924321585,21.829874383365805,1.3281463E-4
-159.18960796060054,21.051099532942164,5.4271666E-5
-160.3948961243921,20.59098484083037,1.4451988E-5
-159.39197836732342,22.53457111558302,1.6202002E-4
-160.39537708616353,22.73002951184849,1.2408086E-4
-159.26529103441212,21.11379484919199,2.3225248E-5
-160.01581377636188,23.724011516260486,1.8193909E-4
-157.987505697854,23.421719806673433,6.77855E-5
-157.10871167640533,22.7947827517686,5.9151615E-5
-160.5082149816098,24.054081058888297,1.0395066E-4
-159.37418161085506,23.763233987091255,1.3771202E-4
-160.00167054176612,21.942706336235577,1.0266711E-5
-159.73958695275607,23.961259470676513,1.10509536E-4
-158.70959074566235,22.103734067411036,1.1160626E-4
-159.24655133412745,21.728208898332934,5.4260163E-5
-159.95471328241968,21.200649465258937,4.1859315E-5
-158.61505145722688,21.38458178128776,3.2450556E-5
-158.5881660980444,23.419073127268526,1.073047E-4
-159.01239787835848,21.63186065695427,2.002497E-5
-160.62458956138266,21.742145580295706,6.319403E-5
-159.2608658973538,24.076963784422098,1.0797815E-4
-157.96994033837362,22.584792904927003,1.3446633E-4
-160.41931389433145,23.874105565269183,1.1774397E-4
-157.34690045622517,21.575765124810495,1.4908385E-4
-158.14221972117048,24.085341394387317,5.6794008E-5
-161.20880962759304,22.887103492872548,1.2075973E-4
-157.31137925994975,22.28218022290492,8.6651526E-5
-159.21476786234038,22.85061951356131,3.702238E-5
-158.1118550306351,22.21095169859032,1.14162634E-4
-158.06593325846674,21.799527771883113,9.3078546E-5
-159.83772901849323,23.982930227463896,9.555976E-5
-160.90315303190033,22.45681348290419,5.199898E-6
-160.8588521872057,21.39925094525864,2.0776697E-5
-157.3358604947128,22.440435669842657,1.6595157E-4
-160.15312924617137,22.867961962651577,9.9791294E-5
-159.4658422962459,24.322587034524453,8.339085E-5
-159.33875954845044,24.11625983552085,1.0322406E-4
-161.001441030497,20.58650554766754,1.7837849E-5
-159.25692004340507,21.387052955548267,1.0206546E-4
-160.0056526183513,21.666330728481174,2.6160327E-5
-158.76633115432602,20.692829325781084,2.9327985E-5
-161.55068015777243,21.45545902779141,4.392731E-5
-159.45539133589475,23.92795177226244,1.4810312E-4
-158.5346396121115,23.621109627730174,7.2037095E-5
-157.68934217317275,23.06856481829694,4.1996096E-5
-158.38784397410672,22.779960071487572,1.2046733E-4
-159.43634683938618,23.21559270998942,1.4081586E-4
-160.24080696140558,23.915679755352244,1.3247563E-4
-157.48841361839743,23.05927318600697,6.4432665E-5
-159.43338736756377,22.329476380494768,8.94811E-5
-158.9842647668338,22.609460471345162,9.323001E-5
-160.13664633613868,24.131334546081074,8.279295E-5
-160.74775908233113,20.911381177535706,2.8940249E-5
-159.9213942645285,24.126899194492488,8.066396E-5
-161.18628809349264,21.88740575889081,3.7406317E-5
-160.90724718628152,20.65704697107221,1.5288471E-5
-158.51976086753842,23.962401628881707,8.327289E-5
-159.8557475596256,24.32510182763407,1.6339548E-4
-158.47099674739442,22.27810829909146,1.4153762E-4
-159.26322174990136,20.071158240513874,1.2657037E-5
-159.83185840487516,21.523723332405353,1.2081103E-4
-160.34105115795418,20.26241423753144,2.0977152E-5
-160.29914580392207,22.936972226232584,6.685634E-5
-160.4386705391777,22.237490253332158,6.9896625E-5
-161.46700733147753,21.556471581499057,2.7072812E-5
-159.55360364820456,20.1024367898124,9.331228E-6
-157.42078445639586,22.942740546197726,5.928375E-5
-160.20062776602927,24.140173073350496,1.5541144E-5
-157.6319634424522,21.613614553084044,1.2001889E-4
-159.84546749062534,21.08663610910964,1.6957487E-5
-159.56121137819224,24.45067191335298,5.3478743E-5
-160.57828819580155,22.09637020183566,2.2915503E-5
-160.931095131618,20.735050801622787,1.8738621E-5
-159.7105526883774,22.47713431444496,1.6698189E-4
-158.06228487211382,23.538220402212808,7.65568E-5
-160.16899324667992,21.394903811221223,1.1598759E-5
-161.39687073969435,21.36102052192231,3.88034E-5
-161.41159896835921,22.535491259069282,8.834872E-5
-159.48023821697433,21.154621017627306,1.4913592E-5
-161.62428676606893,22.75034141855319,1.3589652E-4
-160.3101518175469,23.35212102515527,1.5622358E-4
-159.00643301028433,23.9190002943824,5.947098E-5
-157.99926966586912,21.068339156922757,1.7727554E-5
-159.05378889645147,24.326503155350363,9.8321856E-5
-157.7267416835313,20.655769068732507,1.4431618E-6
-160.60842682393712,23.991662399817535,1.8694029E-5
-158.9746952358991,20.61771760815817,1.5442769E-5
-159.0101132263466,24.157802311490343,9.6629825E-5
-160.10114330542206,20.33898789680726,8.3372215E-6
-159.17166768246182,20.246703424062957,1.0147132E-5
-159.30344900242397,21.1623186138963,1.7835055E-5
-159.66933192976063,23.10973584613487,1.7142958E-4
-160.11133006610072,22.60050775245961,2.7077513E-5
-160.66619092664845,23.903812185218122,2.6873971E-5
-158.81516561834022,24.297018593645788,1.20611294E-4
-157.66387034117588,23.738826637979265,9.600617E-5
-158.2321701890417,22.833648343808868,1.4327149E-4
-159.488179139523,23.09358546617735,2.2288089E-4
-160.03005471556142,20.668313891352124,2.4930876E-5
-160.55452454143148,22.42484793248574,5.178255E-5
-157.98570472411558,23.924320621972466,7.406701E-5
-159.1771228994165,21.04921668234678,1.2547417E-5
-157.337818428363,22.46920972244944,1.1605511E-4
-158.72090444312258,23.81826248591974,9.7819175E-5
-160.54980738543847,22.44288446035527,1.5038349E-6
-159.5576755046783,21.80874148728617,4.6386478E-5
-160.09274496374667,21.407938610207463,3.650633E-5
-161.71708868762167,22.480691918438016,8.541973E-5
-158.1088101830349,23.970830208185507,5.663056E-5
-160.0038504088225,22.917061191910825,9.754768E-5
-159.51007093052368,22.563907434985484,1.021107E-4
-158.40058837008726,21.471110159404404,2.2973138E-5
-160.07483058911546,24.07927882978514,9.7249664E-5
-160.94966649377287,21.90953299657346,5.9767008E-5
-159.5047987402692,23.994685717495972,3.0108147E-5
-158.31408995223902,22.18462709574716,7.752779E-5
-158.9902605453235,23.17876837774983,7.735803E-5
-161.4787010674587,22.394641154404656,1.6682872E-5
-158.26385531092996,21.20720827601266,2.34365E-5
-159.86733937365875,24.025680686949087,1.6520236E-4
-160.82857990247356,22.614739296908184,8.383613E-5
-157.7586275805294,22.987822763748976,6.14319E-5
-159.2734218694177,22.781638690155624,7.1624054E-5
-160.26164662847063,20.203638203539885,1.0759258E-5
-160.80278596871457,23.590137357318916,6.2387835E-6
