Longitude,Latitude,RFBO stddev
-157.05815497806864,22.006776736491386,2.2175072E-6
-159.8681880674924,22.312930134640197,1.8071886E-6
-159.88425158383487,23.918706181383246,1.4579962E-6
-158.01313376506388,20.929557624796104,8.672825E-7
-158.8413748078489,21.67923326855199,1.7351663E-6
-160.81482856551256,20.844480708258423,4.821198E-7
-157.35901027889926,23.17519806220841,1.1513589E-6
-160.10383385696468,20.778183134110506,7.5493534E-7
-160.30843427810936,21.15464577722665,5.6304236E-7
-159.2614581462391,23.49037519257206,2.1593028E-6
-159.46268558893033,22.468790392099947,2.1596993E-6
-160.15346509260613,22.459715697977696,6.59796E-7
-161.25406542060486,21.135508467910665,2.5965355E-7
-159.68856839874942,23.383955141518253,1.895398E-6
-160.11882779732787,21.99868412997158,5.5314906E-8
-159.8390091463056,21.106016432571508,9.008657E-7
-160.17394285315814,20.330359415825487,2.8683476E-7
-159.75844336197503,20.987180316670486,6.493043E-7
-160.9464942121439,21.661487440651047,6.864697E-7
-157.32538582955436,21.199797778779228,1.2899751E-6
-160.75796938453615,23.290552894363177,2.103999E-6
-160.5123033361641,21.992321738861538,1.092848E-6
-159.7414956393225,24.23053696001434,1.116771E-6
-157.76565924321585,21.829874383365805,2.353414E-6
-159.18960796060054,21.051099532942164,8.562119E-7
-160.3948961243921,20.59098484083037,3.682678E-7
-159.39197836732342,22.53457111558302,2.2538272E-6
-160.39537708616353,22.73002951184849,1.7756367E-6
-159.26529103441212,21.11379484919199,4.8969594E-7
-160.01581377636188,23.724011516260486,3.312557E-6
-157.987505697854,23.421719806673433,1.3694978E-6
-157.10871167640533,22.7947827517686,8.4890104E-7
-160.5082149816098,24.054081058888297,1.2318393E-6
-159.37418161085506,23.763233987091255,1.2849059E-6
-160.00167054176612,21.942706336235577,5.866203E-7
-159.73958695275607,23.961259470676513,1.5156039E-6
-158.70959074566235,22.103734067411036,2.0750147E-6
-159.24655133412745,21.728208898332934,1.7909096E-6
-159.95471328241968,21.200649465258937,5.592917E-7
-158.61505145722688,21.38458178128776,1.2220729E-6
-158.5881660980444,23.419073127268526,9.821463E-7
-159.01239787835848,21.63186065695427,7.017013E-7
-160.62458956138266,21.742145580295706,1.4854896E-6
-159.2608658973538,24.076963784422098,3.3797612E-6
-157.96994033837362,22.584792904927003,1.3815243E-6
-160.41931389433145,23.874105565269183,1.1344996E-6
-157.34690045622517,21.575765124810495,1.4072962E-6
-158.14221972117048,24.085341394387317,1.4988765E-6
-161.20880962759304,22.887103492872548,1.5447689E-6
-157.31137925994975,22.28218022290492,9.827153E-7
-159.21476786234038,22.85061951356131,5.67528E-7
-158.1118550306351,22.21095169859032,8.97612E-7
-158.06593325846674,21.799527771883113,3.8689686E-6
-159.83772901849323,23.982930227463896,2.8789784E-6
-160.90315303190033,22.45681348290419,2.9095978E-7
-160.8588521872057,21.39925094525864,5.056551E-7
-157.3358604947128,22.440435669842657,3.4405184E-6
-160.15312924617137,22.867961962651577,1.350783E-6
-159.4658422962459,24.322587034524453,1.0747407E-6
-159.33875954845044,24.11625983552085,1.1108693E-6
-161.001441030497,20.58650554766754,1.1451008E-6
-159.25692004340507,21.387052955548267,1.5805856E-6
-160.0056526183513,21.666330728481174,3.4532088E-6
-158.76633115432602,20.692829325781084,7.734841E-7
-161.55068015777243,21.45545902779141,6.390302E-7
-159.45539133589475,23.92795177226244,1.6007194E-6
-158.5346396121115,23.621109627730174,1.4104291E-6
-157.68934217317275,23.06856481829694,6.212372E-7
-158.38784397410672,22.779960071487572,2.3201117E-6
-159.43634683938618,23.21559270998942,1.6931654E-6
-160.24080696140558,23.915679755352244,1.344315E-6
-157.48841361839743,23.05927318600697,8.5442304E-7
-159.43338736756377,22.329476380494768,1.5553255E-6
-158.9842647668338,22.609460471345162,1.3099835E-6
-160.13664633613868,24.131334546081074,2.3285672E-6
-160.74775908233113,20.911381177535706,9.3512284E-7
-159.9213942645285,24.126899194492488,3.560866E-6
-161.18628809349264,21.88740575889081,6.671515E-7
-160.90724718628152,20.65704697107221,1.1619607E-6
-158.51976086753842,23.962401628881707,9.081718E-7
