variable,x,y
Ert,-0.09309889322580578,4.762651073519919E-8
Ert,-0.09071799320160712,4.762651073519919E-8
Ert,-0.08833709317740847,4.762651073519919E-8
Ert,-0.08595619315320982,4.762651073519919E-8
Ert,-0.08357529312901116,4.762651073519919E-8
Ert,-0.0811943931048125,4.762651073519919E-8
Ert,-0.07881349308061385,4.762651073519919E-8
Ert,-0.0764325930564152,4.762651073519919E-8
Ert,-0.07405169303221654,4.762651073519919E-8
Ert,-0.07167079300801787,4.762651073519919E-8
Ert,-0.06928989298381923,4.762651073519919E-8
Ert,-0.06690899295962058,4.762651073519919E-8
Ert,-0.06452809293542192,4.762651073519919E-8
Ert,-0.06214719291122326,4.762651073519919E-8
Ert,-0.05976629288702461,4.762651073519919E-8
Ert,-0.05738539286282595,4.762651073519919E-8
Ert,-0.055004492838627295,4.762651073519919E-8
Ert,-0.052623592814428646,4.762651073519919E-8
Ert,-0.050242692790229984,4.762651073519919E-8
Ert,-0.047861792766031336,4.762651073519919E-8
Ert,-0.045480892741832674,4.762651073519919E-8
Ert,-0.04309999271763402,4.762651073519919E-8
Ert,-0.04071909269343537,4.762651073519919E-8
Ert,-0.03833819266923671,4.762651073519919E-8
Ert,-0.03595729264503806,4.762651073519919E-8
Ert,-0.033576392620839404,4.762651073519919E-8
Ert,-0.031195492596640742,4.762651073519919E-8
Ert,-0.028814592572442094,4.762651073519919E-8
Ert,-0.026433692548243445,4.762651073519919E-8
Ert,-0.024052792524044783,4.762651073519919E-8
Ert,-0.02167189249984612,4.762651073519919E-8
Ert,-0.019290992475647473,4.762651073519919E-8
Ert,-0.01691009245144881,4.762651073519919E-8
Ert,-0.014529192427250162,4.762651073519919E-8
Ert,-0.012148292403051514,4.762651073519919E-8
Ert,-0.009767392378852838,4.762651073519919E-8
Ert,-0.007386492354654189,4.762651073519919E-8
Ert,-0.005005592330455541,4.762651073519919E-8
Ert,-0.0026246923062568928,4.762651073519919E-8
Ert,-2.4379228205823056E-4,4.762651073519919E-8
Ert,0.0021371077421404316,4.762651073519919E-8
Ert,0.00451800776633908,4.762651073519919E-8
Ert,0.006898907790537742,4.882047477394735E-8
Ert,0.00927980781473639,5.2585669152449555E-8
Ert,0.011660707838935039,5.6642374346438373E-8
Ert,0.014041607863133701,6.101324601104352E-8
Ert,0.016422507887332363,6.572270905280675E-8
Ert,0.01880340791153101,7.079709263280165E-8
Ert,0.02118430793572966,7.626478293332184E-8
Ert,0.023565207959928322,8.215637592456915E-8
Ert,0.02594610798412697,8.850487631661963E-8
Ert,0.028327008008325633,9.534583256254336E-8
Ert,0.030707908032524295,1.0271760686464404E-7
Ert,0.03308880805672293,1.1066153149386082E-7
Ert,0.03546970808092159,1.1922220721771737E-7
Ert,0.037850608105120254,1.2844766672515107E-7
Ert,0.04023150812931889,1.3838976542501769E-7
Ert,0.04261240815351758,1.4910436618720269E-7
Ert,0.04499330817771621,1.606517088248438E-7
Ert,0.047374208201914875,1.730967937874084E-7
Ert,0.04975510822611354,1.8650965216693294E-7
Ert,0.05213600825031217,2.009658572887929E-7
Ert,0.054516908274510834,2.165468373505064E-7
Ert,0.05689780829870947,2.3334047227763222E-7
Ert,0.05927870832290816,2.514414916277019E-7
Ert,0.06165960834710682,2.7095205723526306E-7
Ert,0.06404050837130545,2.9198238848948677E-7
Ert,0.06642140839550412,3.1465123129237327E-7
Ert,0.06880230841970275,3.390867675534537E-7
Ert,0.07118320844390141,3.654272404673975E-7
Ert,0.0735641084681001,3.9382169347845775E-7
Ert,0.07594500849229874,4.244307945100445E-7
Ert,0.0783259085164974,4.574281433633587E-7
Ert,0.08070680854069603,4.930006411996146E-7
Ert,0.0830877085648947,5.313501105774776E-7
Ert,0.08546860858909336,5.72694091260928E-7
Ert,0.087849508613292,6.172672328830231E-7
Ert,0.09023040863749068,6.653228297182068E-7
Ert,0.09261130866168932,7.171339007072675E-7
Ert,0.09499220868588798,7.729951221335796E-7
Ert,0.09737310871008664,8.332241918651562E-7
Ert,0.09975400873428528,8.981639325611468E-7
Ert,0.10213490875848394,9.681842811914976E-7
Ert,0.10451580878268257,1.043684051182936E-6
Ert,0.10689670880688126,1.1250938314333325E-6
Ert,0.1092776088310799,1.2128778053011047E-6
Ert,0.11165850885527856,1.3075371043669293E-6
Ert,0.11403940887947722,1.4096120821704972E-6
Ert,0.11642030890367586,1.5196859521893202E-6
Ert,0.11880120892787452,1.6383879710701876E-6
Ert,0.12118210895207318,1.7663968492342974E-6
Ert,0.12356300897627184,1.90444507097709E-6
Ert,0.1259439090004705,2.0533234419417568E-6
Ert,0.12832480902466914,2.2138831354823196E-6
Ert,0.1307057090488678,2.3870466066000517E-6
Ert,0.13308660907306644,2.573804295025184E-6
Ert,0.1354675090972651,2.7752300866268342E-6
Ert,0.1378484091214638,2.9924774480605265E-6
Ert,0.14022930914566242,3.2267969345411984E-6
Ert,0.14261020916986109,3.479532097117044E-6
Ert,0.14499110919405972,3.752138582058251E-6
Ert,0.14737200921825838,4.046181402372895E-6
Ert,0.14975290924245704,4.363356310932431E-6
Ert,0.15213380926665568,4.705485025624512E-6
Ert,0.15451470929085437,5.0745438784360886E-6
Ert,0.156895609315053,5.472654720506398E-6
Ert,0.15927650933925164,5.902118573430926E-6
Ert,0.16165740936345036,6.365407898556441E-6
Ert,0.16403830938764896,6.86520343151642E-6
Ert,0.16641920941184762,7.404385087284027E-6
