Longitude,Latitude,RFBO stddev
-157.05815497806864,22.006776736491386,4.7398547E-7
-159.8681880674924,22.312930134640197,2.2036595E-6
-159.88425158383487,23.918706181383246,6.9665487E-7
-158.01313376506388,20.929557624796104,2.2910193E-7
-158.8413748078489,21.67923326855199,1.7021016E-6
-160.81482856551256,20.844480708258423,4.234113E-7
-157.35901027889926,23.17519806220841,5.052981E-7
-160.10383385696468,20.778183134110506,6.0280905E-7
-160.30843427810936,21.15464577722665,6.562534E-7
-159.2614581462391,23.49037519257206,2.4099118E-6
-159.46268558893033,22.468790392099947,2.6114776E-6
-160.15346509260613,22.459715697977696,1.4505822E-6
-161.25406542060486,21.135508467910665,2.2334451E-7
-159.68856839874942,23.383955141518253,3.1249501E-6
-160.11882779732787,21.99868412997158,2.4737437E-7
-159.8390091463056,21.106016432571508,2.2591867E-6
-160.17394285315814,20.330359415825487,2.2714129E-7
-159.75844336197503,20.987180316670486,8.694922E-7
-160.9464942121439,21.661487440651047,4.468559E-7
-157.32538582955436,21.199797778779228,1.29455E-7
-160.75796938453615,23.290552894363177,1.8535877E-6
-160.5123033361641,21.992321738861538,5.230783E-7
-159.7414956393225,24.23053696001434,1.0748106E-6
-157.76565924321585,21.829874383365805,4.4014934E-7
-159.18960796060054,21.051099532942164,9.296304E-7
-160.3948961243921,20.59098484083037,4.231508E-7
-159.39197836732342,22.53457111558302,3.4070188E-6
-160.39537708616353,22.73002951184849,1.4458793E-6
-159.26529103441212,21.11379484919199,6.791282E-7
-160.01581377636188,23.724011516260486,1.8642793E-6
-157.987505697854,23.421719806673433,6.319869E-7
-157.10871167640533,22.7947827517686,4.5035208E-7
-160.5082149816098,24.054081058888297,1.3371243E-6
-159.37418161085506,23.763233987091255,1.7764696E-6
-160.00167054176612,21.942706336235577,1.1490372E-6
-159.73958695275607,23.961259470676513,1.2394389E-6
-158.70959074566235,22.103734067411036,1.6599073E-6
-159.24655133412745,21.728208898332934,2.56659E-6
-159.95471328241968,21.200649465258937,9.496115E-7
-158.61505145722688,21.38458178128776,5.957899E-7
-158.5881660980444,23.419073127268526,1.3891629E-6
-159.01239787835848,21.63186065695427,1.8493254E-6
-160.62458956138266,21.742145580295706,3.621943E-7
-159.2608658973538,24.076963784422098,3.1662507E-6
-157.96994033837362,22.584792904927003,1.0452591E-6
-160.41931389433145,23.874105565269183,1.103127E-6
-157.34690045622517,21.575765124810495,2.5448276E-7
-158.14221972117048,24.085341394387317,8.0189966E-7
-161.20880962759304,22.887103492872548,3.7006384E-7
-157.31137925994975,22.28218022290492,9.501668E-7
-159.21476786234038,22.85061951356131,3.903993E-6
-158.1118550306351,22.21095169859032,1.6686823E-6
-158.06593325846674,21.799527771883113,5.6444225E-7
-159.83772901849323,23.982930227463896,1.8422448E-6
-160.90315303190033,22.45681348290419,2.6711223E-7
