Longitude,Latitude,RFBO median
-157.05815497806864,22.006776736491386,8.6006585E-6
-159.8681880674924,22.312930134640197,1.3408883E-4
-159.88425158383487,23.918706181383246,4.6717993E-5
-158.01313376506388,20.929557624796104,3.9238967E-6
-158.8413748078489,21.67923326855199,4.7619764E-5
-160.81482856551256,20.844480708258423,1.4411657E-5
-157.35901027889926,23.17519806220841,6.6539546E-6
-160.10383385696468,20.778183134110506,3.9869807E-5
-160.30843427810936,21.15464577722665,4.136129E-5
-159.2614581462391,23.49037519257206,1.2762313E-4
-159.46268558893033,22.468790392099947,3.1571643E-4
-160.15346509260613,22.459715697977696,1.0005853E-4
-161.25406542060486,21.135508467910665,6.1646465E-6
-159.68856839874942,23.383955141518253,1.6363464E-4
-160.11882779732787,21.99868412997158,2.1727383E-6
-159.8390091463056,21.106016432571508,3.16306E-5
-160.17394285315814,20.330359415825487,5.9038903E-6
-159.75844336197503,20.987180316670486,5.6680965E-5
-160.9464942121439,21.661487440651047,2.2374408E-5
-157.32538582955436,21.199797778779228,1.7372688E-6
-160.75796938453615,23.290552894363177,8.6081964E-5
-160.5123033361641,21.992321738861538,1.5875215E-5
-159.7414956393225,24.23053696001434,2.9736211E-5
-157.76565924321585,21.829874383365805,1.0818394E-5
-159.18960796060054,21.051099532942164,4.974172E-5
-160.3948961243921,20.59098484083037,1.340488E-5
-159.39197836732342,22.53457111558302,3.3096035E-4
-160.39537708616353,22.73002951184849,1.1024989E-4
-159.26529103441212,21.11379484919199,2.4928504E-5
-160.01581377636188,23.724011516260486,9.8663164E-5
-157.987505697854,23.421719806673433,3.891837E-5
-157.10871167640533,22.7947827517686,9.403857E-6
-160.5082149816098,24.054081058888297,3.3789907E-5
-159.37418161085506,23.763233987091255,9.591827E-5
-160.00167054176612,21.942706336235577,1.5227664E-5
-159.73958695275607,23.961259470676513,9.301082E-5
-158.70959074566235,22.103734067411036,5.520476E-5
-159.24655133412745,21.728208898332934,8.801908E-5
-159.95471328241968,21.200649465258937,5.7928635E-5
-158.61505145722688,21.38458178128776,1.2259635E-5
-158.5881660980444,23.419073127268526,8.693987E-5
-159.01239787835848,21.63186065695427,3.886869E-5
-160.62458956138266,21.742145580295706,8.987774E-6
-159.2608658973538,24.076963784422098,1.2559537E-4
-157.96994033837362,22.584792904927003,1.00909296E-4
-160.41931389433145,23.874105565269183,4.813232E-5
-157.34690045622517,21.575765124810495,7.126231E-6
-158.14221972117048,24.085341394387317,1.3838987E-5
-161.20880962759304,22.887103492872548,1.5245755E-5
-157.31137925994975,22.28218022290492,3.3558612E-5
-159.21476786234038,22.85061951356131,1.4768353E-4
-158.1118550306351,22.21095169859032,1.0882085E-4
-158.06593325846674,21.799527771883113,1.20800005E-5
-159.83772901849323,23.982930227463896,6.6554065E-5
-160.90315303190033,22.45681348290419,4.1233284E-6
-160.8588521872057,21.39925094525864,1.0746558E-5
-157.3358604947128,22.440435669842657,8.219679E-5
-160.15312924617137,22.867961962651577,9.866352E-5
-159.4658422962459,24.322587034524453,4.046895E-5
-159.33875954845044,24.11625983552085,5.519625E-5
-161.001441030497,20.58650554766754,6.987567E-6
-159.25692004340507,21.387052955548267,6.83476E-5
-160.0056526183513,21.666330728481174,1.6069673E-5
-158.76633115432602,20.692829325781084,1.0506094E-5
-161.55068015777243,21.45545902779141,1.27366375E-5
-159.45539133589475,23.92795177226244,1.01776706E-4
-158.5346396121115,23.621109627730174,6.6969464E-5
-157.68934217317275,23.06856481829694,2.5818492E-5
-158.38784397410672,22.779960071487572,1.5779572E-4
-159.43634683938618,23.21559270998942,1.3847598E-4
-160.24080696140558,23.915679755352244,5.580431E-5
-157.48841361839743,23.05927318600697,1.8924364E-5
-159.43338736756377,22.329476380494768,2.5892383E-4
-158.9842647668338,22.609460471345162,1.3325398E-4
-160.13664633613868,24.131334546081074,3.625462E-5
-160.74775908233113,20.911381177535706,3.064222E-5
-159.9213942645285,24.126899194492488,8.449876E-5
-161.18628809349264,21.88740575889081,2.241821E-5
-160.90724718628152,20.65704697107221,7.7825025E-6
-158.51976086753842,23.962401628881707,6.416273E-5
-159.8557475596256,24.32510182763407,5.17351E-5
-158.47099674739442,22.27810829909146,2.1435073E-4
-159.26322174990136,20.071158240513874,4.5777642E-6
-159.83185840487516,21.523723332405353,5.0478804E-5
-160.34105115795418,20.26241423753144,9.104231E-6
-160.29914580392207,22.936972226232584,5.652631E-5
-160.4386705391777,22.237490253332158,3.3601198E-5
-161.46700733147753,21.556471581499057,1.5403264E-5
-159.55360364820456,20.1024367898124,4.025512E-6
-157.42078445639586,22.942740546197726,2.0786876E-5
-160.20062776602927,24.140173073350496,9.089011E-6
-157.6319634424522,21.613614553084044,7.379258E-6
-159.84546749062534,21.08663610910964,3.800591E-5
-159.56121137819224,24.45067191335298,1.32449995E-5
-160.57828819580155,22.09637020183566,1.3881912E-5
-160.931095131618,20.735050801622787,1.21948915E-5
-159.7105526883774,22.47713431444496,2.8883573E-4
-158.06228487211382,23.538220402212808,3.8763596E-5
-160.16899324667992,21.394903811221223,1.9778707E-5
-161.39687073969435,21.36102052192231,1.574505E-5
-161.41159896835921,22.535491259069282,2.4752071E-5
-159.48023821697433,21.154621017627306,1.9014156E-5
-161.62428676606893,22.75034141855319,6.815329E-6
-160.3101518175469,23.35212102515527,1.2333824E-4
-159.00643301028433,23.9190002943824,4.5665678E-5
-157.99926966586912,21.068339156922757,3.286737E-6
-159.05378889645147,24.326503155350363,3.2431526E-5
-157.7267416835313,20.655769068732507,1.626279E-7
-160.60842682393712,23.991662399817535,9.365936E-6
-158.9746952358991,20.61771760815817,1.1636753E-5
-159.0101132263466,24.157802311490343,7.6393975E-5
-160.10114330542206,20.33898789680726,6.0244092E-6
-159.17166768246182,20.246703424062957,6.0575003E-6
-159.30344900242397,21.1623186138963,1.7131193E-5
-159.66933192976063,23.10973584613487,1.653768E-4
-160.11133006610072,22.60050775245961,1.2846473E-4
-160.66619092664845,23.903812185218122,1.401355E-5
-158.81516561834022,24.297018593645788,5.3206102E-5
-157.66387034117588,23.738826637979265,1.2676009E-5
-158.2321701890417,22.833648343808868,1.5235537E-4
-159.488179139523,23.09358546617735,3.071737E-4
-160.03005471556142,20.668313891352124,2.276915E-5
-160.55452454143148,22.42484793248574,5.734549E-5
-157.98570472411558,23.924320621972466,2.5765787E-5
-159.1771228994165,21.04921668234678,1.9968435E-5
-157.337818428363,22.46920972244944,4.6199166E-5
-158.72090444312258,23.81826248591974,7.414493E-5
-160.54980738543847,22.44288446035527,5.375272E-6
-159.5576755046783,21.80874148728617,5.6855908E-5
-160.09274496374667,21.407938610207463,3.8270296E-5
-161.71708868762167,22.480691918438016,1.03961365E-5
-158.1088101830349,23.970830208185507,2.3674287E-5
-160.0038504088225,22.917061191910825,1.565219E-4
-159.51007093052368,22.563907434985484,1.7778833E-4
-158.40058837008726,21.471110159404404,7.999983E-6
-160.07483058911546,24.07927882978514,9.9410194E-5
-160.94966649377287,21.90953299657346,2.7342627E-5
-159.5047987402692,23.994685717495972,3.1854346E-5
-158.31408995223902,22.18462709574716,1.04353894E-4
-158.9902605453235,23.17876837774983,1.1381483E-4
-161.4787010674587,22.394641154404656,1.1565618E-5
-158.26385531092996,21.20720827601266,6.1633555E-6
-159.86733937365875,24.025680686949087,9.0892085E-5
-160.82857990247356,22.614739296908184,2.9219033E-5
-157.7586275805294,22.987822763748976,4.1295618E-5
-159.2734218694177,22.781638690155624,1.3945474E-4
-160.26164662847063,20.203638203539885,5.2990194E-6
-160.80278596871457,23.590137357318916,7.490625E-6
-160.3936643981816,23.053440279613643,1.3453711E-4
-158.45651799068898,20.274369881901297,8.150435E-6
-159.6469017736885,24.184287575183532,1.4900748E-4
-160.65773409015142,22.19466370078167,5.4720527E-5
-160.5804048373638,20.65900923434302,1.1914358E-5
-158.1686394871162,21.99868792729983,3.5089375E-5
-158.7644061173028,23.51771446551662,5.308252E-5
-159.02676810023965,21.404015542298495,7.928087E-5
-160.99728595221129,21.19215552137722,1.5212856E-5
-159.31863990875505,22.498039282716935,3.3563847E-4
-158.873415498491,20.281573119536116,1.0882007E-5
-159.2672412144565,22.856499653537522,1.0810735E-4
-159.59408102581017,24.34643762970786,2.5690471E-5
-160.5502373118648,23.665805452003895,5.5699067E-5
-158.38364734083308,21.49833885015862,1.0365456E-5
-157.15028270609378,21.69307334529501,1.5416636E-5
-157.43905444675215,23.457400708916033,1.3625807E-5
-158.541377791927,22.0596469016704,4.226177E-5
-160.28480749227236,21.82543961034694,5.943745E-6
-159.505433172662,20.20566074209825,8.492925E-6
-159.51872352627566,23.32130181032157,1.11803165E-4
-159.65914268631767,23.60023627484336,8.7972694E-5
-159.5266856361981,20.63302062126938,3.6876754E-5
-158.81657490581435,21.066642148230287,4.0326515E-5
-159.12632825608063,20.62890711050121,1.5543592E-5
-160.08410610372042,21.709887773609196,1.4104961E-5
-159.97531775006496,21.478419764694152,3.5692396E-5
-158.41392667236607,22.6546633711094,1.2654226E-4
-160.54745309971648,23.77483808718961,5.31624E-5
-159.63735047541434,20.877083107886996,3.3723907E-5
-158.58649169943246,21.114892769637706,6.971852E-6
-161.0702440837212,23.4824997195536,2.5368732E-5
-161.19430246672195,23.53786179939069,2.0445785E-5
-157.82073205626543,23.154097905743907,3.5532055E-5
-159.40691289468953,24.11240613865244,9.1842776E-5
-158.67318321707015,21.2273765010309,1.519949E-5
-159.86245564990347,23.185342521132,1.5207981E-4
-159.475162580012,22.62656348599066,2.2782251E-4
-159.75517231553482,20.94303096476982,3.5552872E-5
-158.03133564156443,22.43801068986273,7.008951E-5
-160.23306461973993,20.640001966268784,2.2338469E-5
-160.30182016381536,21.344676443191197,3.8523973E-5
-160.34068623298134,22.745371447308898,1.0861882E-4
-158.6845594757173,21.666500260025888,1.2455703E-5
-158.4455719212833,20.470596891588656,6.9521443E-6
-160.69469083975793,21.52442627550973,1.0440122E-6
-159.28095486596314,21.758089696431497,6.883767E-5
-158.0917863882605,23.993880958859553,1.4244874E-5
-159.6505520064576,23.433161477303123,1.388847E-4
-158.05030495281244,22.045542571433902,3.7507925E-5
-159.48381337631906,23.273783717632476,1.4779948E-4
-160.30146746477914,21.583071165261476,2.1249181E-5
-158.57829342047017,21.67847143341942,1.260084E-5
-158.50329841794397,23.20211118723511,1.2770627E-4
-159.2527201512237,21.229600610095872,3.0341018E-5
-158.2968711765898,23.926358182111706,3.3235683E-5
-158.52027616191404,21.023519634442323,1.4056065E-5
-158.20534401359205,22.29837944157821,1.8765067E-4
-160.8524779314288,23.813108000828905,3.312648E-5
-159.5030304361302,24.006780891651033,7.492211E-5
-158.84203552399245,21.27622533062214,1.02429236E-4
-160.87654873953053,21.049207826514436,1.8086077E-5
-158.87708487203082,21.47122239449944,9.2186216E-5
-160.75468922008815,20.867051691932858,5.846805E-6
-161.54003940910258,23.125121945043052,3.0727037E-6
-157.69129037930767,20.98782818418364,1.525885E-6
-160.46545611919433,21.80562623965597,7.663434E-6
-157.75543212084185,21.7717890013222,1.1636305E-5
-160.83411620404993,23.22386648951372,7.564314E-5
-158.98136117062853,20.294299472918016,6.131596E-6
-159.48755142736923,24.438298938680163,7.708572E-5
-161.07488516647396,22.73773567838055,4.635426E-6
-158.67308259465912,21.320964210037587,3.6507925E-5
-160.13727215826017,23.741600466838907,4.7469563E-5
-157.91202757847225,23.383102757570086,3.7731406E-5
-158.49834750298186,22.398420039553933,1.518941E-4
