Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.42959E-7,0.000014296,0.001170782,1,0,0
1.46483E-7,0.000028944,0.001199619,0.999920446,0,0
2.01586E-7,0.000069127,0.00165051,0.999761337,0,0
2.91045E-7,0.000121454,0.0023821,0.999602228,0,0
4.18226E-7,0.000278269,0.003421246,0.99928401,0,0
5.21385E-7,0.000519601,0.004263324,0.998886237,0,0
6.29868E-7,0.001039226,0.005148093,0.998170247,0,0
1.15507E-6,0.002552383,0.009420488,0.996897375,0,0
1.38915E-6,0.005036041,0.011318711,0.995385839,0,0
1.82542E-6,0.010085298,0.014846896,0.99291965,0,0
2.70029E-6,0.025083347,0.02188427,0.987748608,0,0
3.85495E-6,0.050147743,0.031095281,0.981622912,0,0
5.00633E-6,0.100141901,0.040193783,0.972712808,0,0
6.58553E-6,0.200202095,0.052534264,0.958870326,0.000362582,0
7.65322E-6,0.300747169,0.060787543,0.947732697,0.001087745,0
8.27706E-6,0.400389656,0.065576512,0.937788385,0.001812908,0
8.77981E-6,0.500162073,0.069418169,0.928480509,0.002900653,0
9.1624E-6,0.600831969,0.072331102,0.919570406,0.003625816,0
9.59131E-6,0.700488291,0.075585836,0.911137629,0.004350979,0
9.81038E-6,0.75011107,0.077243768,0.90708035,0.004713561,0
1.00181E-5,0.80065204,0.07881347,0.903023071,0.005076142,0
1.04355E-5,0.900753124,0.08195831,0.89522673,0.005076142,0
1.07896E-5,1.00047662,0.084618463,0.887748608,0.006526468,0
1.11571E-5,1.10053336,0.087370611,0.880509149,0.007251632,0
1.15072E-5,1.200202945,0.089985465,0.873508353,0.007251632,0.003257329
1.18661E-5,1.300824175,0.092657944,0.866666667,0.007251632,0.003257329
1.2197E-5,1.400761448,0.095115063,0.860063644,0.007251632,0.003257329
1.24713E-5,1.500538958,0.097146316,0.85361973,0.007976795,0.003257329
1.33675E-5,1.751281781,0.103752754,0.838186158,0.009789703,0.003257329
1.42816E-5,2.000640729,0.110440798,0.823866348,0.011602611,0.006514658
1.52755E-5,2.250181083,0.117656414,0.810421639,0.011602611,0.006514658
1.61249E-5,2.501590541,0.123776263,0.79769292,0.011602611,0.006514658
1.69545E-5,2.751072354,0.129713117,0.785680191,0.011965192,0.006514658
1.77928E-5,3.000209895,0.13567041,0.774303898,0.012327774,0.006514658
1.85826E-5,3.250788589,0.141246528,0.763325378,0.013052937,0.006514658
1.92449E-5,3.500247335,0.145894397,0.752824185,0.014503263,0.009771987
1.99709E-5,3.751430145,0.150960613,0.742641209,0.015591008,0.013029316
2.07327E-5,4.00188159,0.156243801,0.732856006,0.015591008,0.013029316
2.15296E-5,4.251471053,0.161735874,0.723468576,0.015591008,0.013029316
2.23336E-5,4.50170345,0.167240263,0.714399364,0.01595359,0.016286645
2.30132E-5,4.751436317,0.171865474,0.705648369,0.017041334,0.016286645
2.3913E-5,5.000207403,0.177948666,0.697215593,0.017041334,0.016286645
2.47395E-5,5.25073919,0.183497769,0.68902148,0.018129079,0.016286645
2.56888E-5,5.500151078,0.189824606,0.681145585,0.019216824,0.019543974
2.65926E-5,5.750819081,0.195802672,0.673508353,0.02066715,0.019543974
2.73677E-5,6.001711063,0.200894522,0.666109785,0.021029732,0.019543974
2.80257E-5,6.251075906,0.205191386,0.658949881,0.021754895,0.019543974
2.87229E-5,6.500405459,0.209719383,0.651949085,0.023930384,0.019543974
2.95349E-5,6.751238524,0.214960196,0.645107399,0.025018129,0.019543974
3.03055E-5,7.002391683,0.219901654,0.638424821,0.027193619,0.019543974
3.09417E-5,7.250694883,0.223958052,0.631980907,0.029006526,0.019543974
3.15673E-5,7.500779443,0.227926041,0.625616547,0.030094271,0.022801303
3.23721E-5,7.750156367,0.233001072,0.619411297,0.032994924,0.026058632
3.29789E-5,8.001811047,0.23680569,0.613285601,0.035170413,0.026058632
3.36999E-5,8.251804599,0.241301353,0.607319014,0.038433648,0.029315961
3.45326E-5,8.500853874,0.246460381,0.601511535,0.040609137,0.03257329
3.52115E-5,8.752051035,0.250641314,0.595783612,0.040971719,0.03257329
3.59997E-5,9.001460401,0.255465177,0.590214797,0.043147208,0.035830619
3.65502E-5,9.251793005,0.258816221,0.584725537,0.045322698,0.035830619
3.73892E-5,9.503219235,0.263894925,0.579315831,0.047135606,0.039087948
3.80238E-5,9.752304072,0.267712522,0.574065235,0.049311095,0.042345277
3.87341E-5,10.001811361,0.271962616,0.568894193,0.050761421,0.045602606
3.94395E-5,10.25221938,0.276158638,0.563802705,0.052574329,0.052117264
4.02744E-5,10.503308562,0.281093899,0.558790772,0.054024656,0.052117264
4.12727E-5,10.751932,0.286950897,0.553937947,0.055837563,0.052117264
4.20509E-5,11.002015504,0.291483777,0.549164678,0.058738216,0.055374593
