Longitude,Latitude,RFBO avg
-157.05815497806864,22.006776736491386,3.7688867E-5
-159.8681880674924,22.312930134640197,1.5336071E-4
-159.88425158383487,23.918706181383246,4.1722742E-5
-158.01313376506388,20.929557624796104,7.1631657E-6
-158.8413748078489,21.67923326855199,7.1034694E-5
-160.81482856551256,20.844480708258423,1.7313576E-5
-157.35901027889926,23.17519806220841,1.4806688E-5
-160.10383385696468,20.778183134110506,3.252572E-5
-160.30843427810936,21.15464577722665,3.245328E-5
-159.2614581462391,23.49037519257206,1.0790981E-4
-159.46268558893033,22.468790392099947,2.752783E-4
-160.15346509260613,22.459715697977696,1.1074622E-4
-161.25406542060486,21.135508467910665,1.001087E-5
-159.68856839874942,23.383955141518253,1.374047E-4
-160.11882779732787,21.99868412997158,5.987352E-7
-159.8390091463056,21.106016432571508,1.8330511E-5
-160.17394285315814,20.330359415825487,9.036674E-6
-159.75844336197503,20.987180316670486,4.1211606E-5
-160.9464942121439,21.661487440651047,2.3763876E-5
-157.32538582955436,21.199797778779228,5.0563785E-6
-160.75796938453615,23.290552894363177,8.427493E-5
-160.5123033361641,21.992321738861538,1.6461532E-5
-159.7414956393225,24.23053696001434,4.9714756E-5
-157.76565924321585,21.829874383365805,1.773293E-5
-159.18960796060054,21.051099532942164,3.6421887E-5
-160.3948961243921,20.59098484083037,1.4645761E-5
-159.39197836732342,22.53457111558302,3.4408248E-4
-160.39537708616353,22.73002951184849,8.234384E-5
-159.26529103441212,21.11379484919199,1.5830277E-5
-160.01581377636188,23.724011516260486,1.10678564E-4
-157.987505697854,23.421719806673433,4.744588E-5
-157.10871167640533,22.7947827517686,3.3358E-5
-160.5082149816098,24.054081058888297,6.7042056E-5
-159.37418161085506,23.763233987091255,1.01255464E-4
-160.00167054176612,21.942706336235577,7.2002554E-6
-159.73958695275607,23.961259470676513,7.900979E-5
-158.70959074566235,22.103734067411036,8.1812104E-5
-159.24655133412745,21.728208898332934,9.874765E-5
-159.95471328241968,21.200649465258937,3.5992107E-5
-158.61505145722688,21.38458178128776,1.236472E-5
-158.5881660980444,23.419073127268526,7.725693E-5
-159.01239787835848,21.63186065695427,3.733948E-5
-160.62458956138266,21.742145580295706,1.1464524E-5
-159.2608658973538,24.076963784422098,9.474636E-5
-157.96994033837362,22.584792904927003,9.398536E-5
-160.41931389433145,23.874105565269183,6.568399E-5
-157.34690045622517,21.575765124810495,2.3483291E-5
-158.14221972117048,24.085341394387317,3.4690864E-5
-161.20880962759304,22.887103492872548,2.1894577E-5
-157.31137925994975,22.28218022290492,5.8867336E-5
-159.21476786234038,22.85061951356131,9.11598E-5
-158.1118550306351,22.21095169859032,8.6653854E-5
-158.06593325846674,21.799527771883113,1.1653763E-5
-159.83772901849323,23.982930227463896,7.2073584E-5
-160.90315303190033,22.45681348290419,2.874998E-6
-160.8588521872057,21.39925094525864,1.2583239E-5
-157.3358604947128,22.440435669842657,1.4063637E-4
-160.15312924617137,22.867961962651577,1.0934033E-4
-159.4658422962459,24.322587034524453,6.411975E-5
-159.33875954845044,24.11625983552085,6.320206E-5
-161.001441030497,20.58650554766754,2.0793887E-5
-159.25692004340507,21.387052955548267,4.8760565E-5
-160.0056526183513,21.666330728481174,1.3777737E-5
-158.76633115432602,20.692829325781084,1.4012507E-5
-161.55068015777243,21.45545902779141,2.9671079E-5
-159.45539133589475,23.92795177226244,9.268765E-5
-158.5346396121115,23.621109627730174,5.595642E-5
