Longitude,Latitude,RFBO stddev
-157.05815497806864,22.006776736491386,1.1285587E-6
-159.8681880674924,22.312930134640197,2.6270448E-6
-159.88425158383487,23.918706181383246,1.234974E-6
-158.01313376506388,20.929557624796104,3.8254436E-7
-158.8413748078489,21.67923326855199,2.3994987E-6
-160.81482856551256,20.844480708258423,3.6556554E-7
-157.35901027889926,23.17519806220841,8.837942E-7
-160.10383385696468,20.778183134110506,6.8311897E-7
-160.30843427810936,21.15464577722665,9.1336625E-7
-159.2614581462391,23.49037519257206,1.981788E-6
-159.46268558893033,22.468790392099947,4.1253365E-6
-160.15346509260613,22.459715697977696,1.969731E-6
-161.25406542060486,21.135508467910665,1.8079444E-7
-159.68856839874942,23.383955141518253,2.508551E-6
-160.11882779732787,21.99868412997158,8.038896E-8
-159.8390091463056,21.106016432571508,1.3624294E-6
-160.17394285315814,20.330359415825487,2.5071293E-7
-159.75844336197503,20.987180316670486,1.0339372E-6
-160.9464942121439,21.661487440651047,5.125435E-7
-157.32538582955436,21.199797778779228,3.8388163E-7
-160.75796938453615,23.290552894363177,1.9429408E-6
-160.5123033361641,21.992321738861538,4.746393E-7
-159.7414956393225,24.23053696001434,1.3004678E-6
-157.76565924321585,21.829874383365805,6.1967137E-7
-159.18960796060054,21.051099532942164,6.167431E-7
-160.3948961243921,20.59098484083037,2.8497655E-7
-159.39197836732342,22.53457111558302,4.5029565E-6
-160.39537708616353,22.73002951184849,1.6586273E-6
-159.26529103441212,21.11379484919199,4.5348614E-7
-160.01581377636188,23.724011516260486,2.8050288E-6
-157.987505697854,23.421719806673433,1.2655488E-6
-157.10871167640533,22.7947827517686,5.900253E-7
-160.5082149816098,24.054081058888297,1.8413168E-6
-159.37418161085506,23.763233987091255,1.95058E-6
-160.00167054176612,21.942706336235577,5.146862E-7
-159.73958695275607,23.961259470676513,2.0477034E-6
-158.70959074566235,22.103734067411036,2.3252683E-6
-159.24655133412745,21.728208898332934,3.4790166E-6
-159.95471328241968,21.200649465258937,5.738256E-7
-158.61505145722688,21.38458178128776,5.452922E-7
-158.5881660980444,23.419073127268526,1.0646604E-6
-159.01239787835848,21.63186065695427,1.8157101E-6
-160.62458956138266,21.742145580295706,5.983819E-7
-159.2608658973538,24.076963784422098,2.8791146E-6
-157.96994033837362,22.584792904927003,1.9134982E-6
-160.41931389433145,23.874105565269183,1.7184302E-6
-157.34690045622517,21.575765124810495,9.842496E-7
-158.14221972117048,24.085341394387317,9.551314E-7
-161.20880962759304,22.887103492872548,6.8138087E-7
-157.31137925994975,22.28218022290492,6.984661E-7
-159.21476786234038,22.85061951356131,1.4642576E-6
-158.1118550306351,22.21095169859032,1.2578987E-6
-158.06593325846674,21.799527771883113,7.4554004E-7
-159.83772901849323,23.982930227463896,2.4131532E-6
-160.90315303190033,22.45681348290419,2.2412387E-7
-160.8588521872057,21.39925094525864,4.6560828E-7
