X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-158.649585426676,22.4661060583403,train,1.6516500555161274E-4,81.60255847841586,0.8140608926534223
-158.696408213333,22.5197762999999,train,1.2163658608839525E-4,56.88232369340384,0.7103160289304633
-158.850944361572,22.4002796318888,train,1.6787676768611283E-4,82.80971188925591,0.8191265164401609
-158.7243068,22.4908662,train,1.307314601153013E-4,62.93342804347644,0.7359464038675504
-158.724677563921,22.4911872360775,train,1.307314601153013E-4,62.93342804347644,0.7359464038675504
-159.4064387,22.2479381,train,9.816522124854645E-5,41.69206642618554,0.6320802058214341
-159.07292792312,22.1798372851436,train,1.7792882654835173E-4,86.27708290370443,0.8367292865676776
-158.976227746816,22.2062485686623,train,1.851350678673574E-4,88.66242470389263,0.8482842988947353
-159.127599450225,22.2226338964456,train,1.5796979732653928E-4,78.43273735877601,0.7999218341922399
-159.22947429356,22.2367705854209,train,1.4218453118132826E-4,70.08537266741924,0.7650216169086542
-159.215221448271,22.5139898862906,train,2.0507430910650685E-4,92.76409748248119,0.8761697766635917
-159.400950763424,22.3260731579087,train,1.230890642422446E-4,57.984114496061395,0.7145702507682272
-159.135560751668,22.6904192783355,train,2.351565498294373E-4,96.87446516315053,0.9088505854399457
-159.417291933798,22.3004237064717,train,1.1548058140968149E-4,52.659311107419015,0.6915701756066448
-159.155743855734,22.7063006049211,train,2.227254857732937E-4,95.42572395259667,0.8965467019301834
-159.619611,22.5843759,train,1.5645231001360096E-4,77.7748342848416,0.7968052403764841
-159.630767268677,22.5859138338469,train,1.544447845242084E-4,76.99738195370729,0.7926074946586869
-159.163811704516,22.6769737503426,train,2.54611133758231E-4,98.34585684500671,0.9252357541101899
-159.649945469871,22.5682461357138,train,1.6116576739555097E-4,79.82390083960712,0.8063302014220123
-159.556666,22.3417613,train,1.1169348167142131E-4,50.24637491221822,0.6794401668034158
-159.619424973406,22.7075053977874,train,1.0236267970715663E-4,44.34843122437957,0.6474788804733849
-159.298309990104,22.3325386297902,train,1.396530149305108E-4,68.38891851329925,0.7588837901965289
-159.290131850548,22.3521597464929,train,1.4428591993575354E-4,71.31967547072493,0.7699977207166642
-159.8507732,22.6339461,train,4.0779452792059066E-5,9.993359208856795,0.33990461833815067
-159.2936171,22.3417267,train,1.4493369148238524E-4,71.64855624453983,0.7715102951517449
-158.9725484,22.3855299,train,1.935383247572736E-4,90.37943099099606,0.8607299891175424
-158.926214607597,22.4609470453672,train,1.6885187150994283E-4,83.2593097543215,0.8209140965322202
-158.987102824186,22.3587904967336,train,1.682558338321204E-4,82.94116478680729,0.8198235383987237
-158.791887381933,22.5086412135669,train,1.1912426444996763E-4,55.07692839369066,0.7028073582068346
-158.470975566938,22.6291522892542,train,2.2077229311916072E-4,95.2098588133788,0.8944679081909288
-159.369150406322,22.237053037369,train,1.0628315688124306E-4,46.96698841753989,0.6612787907753435
-158.412330134747,22.5860000127104,train,2.3297344059756986E-4,96.5090646860807,0.9068010206769919
-158.423221994104,22.5742804810973,train,2.3347977818588593E-4,96.60171955236699,0.907280452207545
-158.412158955834,22.5893760224988,train,2.3297344059756986E-4,96.5090646860807,0.9068010206769919
-158.427816545836,22.5668302274985,train,2.331420976678594E-4,96.53992729367002,0.9069609902682984
-159.271832495532,22.7781889063902,train,1.3730332300147905E-4,67.2842413718746,0.7530434318174399
-159.290466124192,22.7283081772658,train,1.7290089562762824E-4,84.79714436907325,0.8281498133248019
-159.210842286689,22.8309240584181,train,8.879742200270437E-5,35.91698351956171,0.5952444120554279
-159.461544514425,22.2639097655084,train,1.1150501616389976E-4,50.112348784226675,0.6788242066596948
-159.4898346,22.3703399,train,1.3562681514677627E-4,66.30400746154926,0.7487900507854924
-159.006544274505,23.0122567974662,train,2.3041738703635903E-4,96.3009680436857,0.9043426826175406
