X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-158.649585426676,22.4661060583403,train,3.5447749124615775E-4,99.20099912457677,0.7439251708898296
-158.696408213333,22.5197762999999,train,3.0460997541578266E-4,77.10076669114504,0.6898318448078099
-158.850944361572,22.4002796318888,train,3.3019391336547657E-4,93.15541492882113,0.7188766754492524
-158.7243068,22.4908662,train,3.4539885866971694E-4,97.73991280330249,0.7348330520552353
-158.724677563921,22.4911872360775,train,3.4539885866971694E-4,97.73991280330249,0.7348330520552353
-159.07292792312,22.1798372851436,train,3.1722956042043606E-4,86.71980134854809,0.7045154639562651
-158.976227746816,22.2062485686623,train,3.120550584413684E-4,83.2200252850752,0.6985806356176198
-159.127599450225,22.2226338964456,train,3.2160697602834885E-4,89.66167486422152,0.7094447513457551
-159.22947429356,22.2367705854209,train,2.953360535412615E-4,68.06624333363048,0.6785779632185092
-159.215221448271,22.5139898862906,train,3.066690928771023E-4,78.64605262559105,0.6922766293637674
-159.400950763424,22.3260731579087,train,3.309261640246518E-4,93.52248045431247,0.7196666720379534
-159.135560751668,22.6904192783355,train,2.797308568099407E-4,52.51385492720966,0.6587118807521821
-159.417291933798,22.3004237064717,train,3.071623572781568E-4,79.14030770731331,0.6928594141126732
-159.155743855734,22.7063006049211,train,2.8059766768063316E-4,53.254316092623384,0.6598468963998345
-159.619611,22.5843759,train,3.4768396924523447E-4,98.237393938088,0.737151517049804
-159.630767268677,22.5859138338469,train,3.476583988957553E-4,98.23084467518464,0.7371256859455378
-159.163811704516,22.6769737503426,train,2.9900821594145533E-4,71.89464529231408,0.6830821475436614
-159.649945469871,22.5682461357138,train,3.477638887097176E-4,98.25786348952771,0.7372322351334489
-159.556666,22.3417613,train,2.977648341836548E-4,70.36452846691472,0.6815641581968694
-159.619424973406,22.7075053977874,train,3.287244911940034E-4,92.78164856691455,0.7172846507750202
-159.298309990104,22.3325386297902,train,3.2413315530791545E-4,90.94824588057054,0.7122519035528014
-159.290131850548,22.3521597464929,train,3.3205636681511003E-4,94.1192576357157,0.7208816482467604
-159.8507732,22.6339461,train,3.2396896681870024E-4,90.85444345777668,0.7120702802011698
-159.2936171,22.3417267,train,3.326597939857101E-4,94.35234318533526,0.7215281791327371
-158.9725484,22.3855299,train,3.028105491759217E-4,75.54583563290106,0.6876794929798229
-158.926214607597,22.4609470453672,train,2.8783835175176525E-4,60.53236064090558,0.6691816979182297
-158.987102824186,22.3587904967336,train,3.164908595765806E-4,86.15009487844155,0.7036754249554571
-158.791887381933,22.5086412135669,train,2.8023397462765534E-4,53.0012115767839,0.6593711314096395
-158.470975566938,22.6291522892542,train,3.039698307975817E-4,76.52441521113035,0.6890678522642963
-158.412330134747,22.5860000127104,train,3.034698836262483E-4,76.25262195940952,0.6884698724595654
-158.423221994104,22.5742804810973,train,3.030631376834075E-4,75.78984513602084,0.6879825210157531
-158.412158955834,22.5893760224988,train,3.034698836262483E-4,76.25262195940952,0.6884698724595654
-158.427816545836,22.5668302274985,train,3.033342410258634E-4,76.1417783690674,0.6883074340025958
-159.271832495532,22.7781889063902,train,2.7266041154373825E-4,44.46007268853015,0.6493111594363593
-159.290466124192,22.7283081772658,train,2.720810840523354E-4,43.7919506323591,0.6485295152070953
-159.210842286689,22.8309240584181,train,2.774833733233815E-4,49.767938767085646,0.6557513192897785
-159.461544514425,22.2639097655084,train,2.766795037178372E-4,48.65818395470996,0.654686175103882
-159.4898346,22.3703399,train,3.3098603172480195E-4,93.5498005911421,0.7197311627011358
-159.006544274505,23.0122567974662,train,3.115180289272225E-4,82.71098057165172,0.6979579095657731
-158.997551676954,22.9950889218755,train,3.1048314408408664E-4,81.95916689656477,0.6967542521355572
-158.985802648447,22.9967366987464,train,3.106854653230204E-4,82.09756568104142,0.6969899452317287
-159.064934208202,22.8817348314626,train,2.8388597034999577E-4,56.586817080611716,0.664118436343675
-159.013659424663,22.955567741269,train,3.1368040910284724E-4,84.02496454814833,0.7004575395512532
-159.285580979803,22.3285295435082,train,3.043651962028797E-4,76.87481940242269,0.6895399304047446
-158.977983479669,22.9848744926658,train,3.146477520306087E-4,84.62645087177245,0.7015690443373461
-159.054844607611,22.7667774956771,train,2.7656443335225445E-4,48.492528877473006,0.6545334350339232
-158.977990950847,22.985162836415,train,3.146477520306087E-4,84.62645087177245,0.7015690443373461
-159.019024151262,22.7487814241023,train,2.7287091767268663E-4,44.7599603760332,0.6495947491849127
-159.684796515057,22.4708707842734,train,3.484243164508251E-4,98.34268033149141,0.7378983143295295
