X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-158.649585426676,22.4661060583403,train,2.8480178352518104E-4,91.06165321533871,0.9123283746577724
-158.696408213333,22.5197762999999,train,1.8312266093245788E-4,68.00568757520891,0.7909373216607793
-158.850944361572,22.4002796318888,train,2.4566575557477945E-4,84.29099051790881,0.8775028324952209
-158.7243068,22.4908662,train,2.5474667712640527E-4,85.54556453175195,0.8866506469279097
-158.724677563921,22.4911872360775,train,2.5474667712640527E-4,85.54556453175195,0.8866506469279097
-159.07292792312,22.1798372851436,train,3.139516335254949E-4,95.17284909078126,0.9316624752150675
-158.976227746816,22.2062485686623,train,2.9791203333135103E-4,93.23393732429588,0.9216217066019187
-159.127599450225,22.2226338964456,train,3.323635764689824E-4,96.66470319743104,0.9416128993206698
-159.22947429356,22.2367705854209,train,2.9762743381894145E-4,93.1698344071812,0.9214308249724339
-159.215221448271,22.5139898862906,train,3.404065868518153E-4,97.25016776572704,0.9454917200496296
-159.400950763424,22.3260731579087,train,3.4065799794660167E-4,97.26747670262938,0.9456087201616604
-159.135560751668,22.6904192783355,train,1.866042502809801E-4,69.24840818581009,0.7970666712100158
-159.417291933798,22.3004237064717,train,3.0028378525328843E-4,93.62978002789455,0.9231945177741289
-159.155743855734,22.7063006049211,train,1.89268186747644E-4,70.01378362023205,0.8016349062025364
-159.619611,22.5843759,train,2.875342637342782E-4,91.55386611434649,0.9143521418629782
-159.630767268677,22.5859138338469,train,2.8790627394143073E-4,91.64669886705317,0.9146240279598014
-159.163811704516,22.6769737503426,train,1.8792502509133298E-4,69.59642238524067,0.7993445944322299
-159.649945469871,22.5682461357138,train,2.858616777095739E-4,91.24599551501956,0.9131189838255315
-159.556666,22.3417613,train,2.184003684150896E-4,77.59059609426099,0.8453567313975412
-159.619424973406,22.7075053977874,train,2.2709476750772855E-4,79.9614801065652,0.8564316423470748
-159.298309990104,22.3325386297902,train,3.1236745100828175E-4,95.02137247487615,0.9307309088978165
-159.290131850548,22.3521597464929,train,3.3327109783824543E-4,96.76131260419844,0.9420640238532706
-159.8507732,22.6339461,train,2.1049190599205703E-4,75.42874769265124,0.8345426625756259
-159.2936171,22.3417267,train,3.3626758344455575E-4,96.96578410136954,0.9435289543517853
-158.9725484,22.3855299,train,2.6093733444605417E-4,86.63796943471819,0.8924921277565157
-158.926214607597,22.4609470453672,train,1.773475521869395E-4,66.0757277386855,0.7803592914773627
-158.987102824186,22.3587904967336,train,2.6146356953604113E-4,86.73251027021587,0.8929745748132137
-158.791887381933,22.5086412135669,train,1.3059152332590214E-4,48.90246483662223,0.6724601769332945
-158.470975566938,22.6291522892542,train,1.683399661831407E-4,63.532669908456434,0.7627820074117235
-158.412330134747,22.5860000127104,train,1.5734882827684544E-4,59.99725521424706,0.7394176117173573
-158.423221994104,22.5742804810973,train,1.5423027431444797E-4,59.00371673154548,0.7323787107477826
-158.412158955834,22.5893760224988,train,1.5734882827684544E-4,59.99725521424706,0.7394176117173573
-158.427816545836,22.5668302274985,train,1.5630236098588475E-4,59.624331297575104,0.7370765104139614
-159.271832495532,22.7781889063902,train,1.8935629031625802E-4,70.02847803133542,0.8017842204072438
-159.290466124192,22.7283081772658,train,1.7181764521615733E-4,64.5714879121907,0.7697291254674509
-159.210842286689,22.8309240584181,train,1.3165165372475482E-4,49.47103990488235,0.6754145357392576
-159.461544514425,22.2639097655084,train,2.4272159572194784E-4,83.78542382353335,0.8743812924926864
-159.4898346,22.3703399,train,2.7406176275442996E-4,89.08240391198426,0.9038997797426703
-159.006544274505,23.0122567974662,train,4.491634898067145E-4,99.72966599866699,0.9784834131587805
-158.997551676954,22.9950889218755,train,4.323269211669942E-4,99.54395099403197,0.9751533315434991
-158.985802648447,22.9967366987464,train,4.3370452287088096E-4,99.55914656697188,0.9754441644193229
-159.064934208202,22.8817348314626,train,1.5467594165542042E-4,59.1518626160251,0.7333961546727047
-159.013659424663,22.955567741269,train,4.5477757842734065E-4,99.79159194786196,0.9794914603435723
-159.285580979803,22.3285295435082,train,2.706217877335083E-4,88.48592645173912,0.9010323979496561
-158.977983479669,22.9848744926658,train,4.3739978453506884E-4,99.59990698269418,0.9762075882546074
-159.054844607611,22.7667774956771,train,1.841811063269363E-4,68.50026823832164,0.7928200511762941
-158.977990950847,22.985162836415,train,4.3739978453506884E-4,99.59990698269418,0.9762075882546074
-159.019024151262,22.7487814241023,train,1.723034193736232E-4,64.74275099646978,0.7706831906487364
-159.684796515057,22.4708707842734,train,2.708763023409019E-4,88.53846155685834,0.9012474479082766
-159.699380640456,22.5004625288231,train,2.9537523648230765E-4,92.83913289017595,0.91990378247809
-159.615855018917,22.4226693261719,train,2.1462511020143985E-4,76.5002275400442,0.8402855518090145
-159.527834397637,22.280943793582,train,2.2812262111818855E-4,80.24201623325351,0.8576873532159266
-159.636429062341,22.4827325755705,train,2.5962834146028954E-4,86.40901039374268,0.891282602004452
-159.4161034,22.2883101,train,3.2982189425031903E-4,96.45357675897785,0.9403306580646889
-159.042733919135,22.6649704523178,train,1.605626666063746E-4,61.0597242683087,0.7464779250698955
-159.046697226867,22.6109808295155,train,2.009361786917594E-4,72.88495871480386,0.8204623902611813
-159.438493808315,22.3593231336629,train,3.099223408912059E-4,94.83776552355837,0.9292680931395464
-159.041753673999,22.6691112866069,train,1.605626666063746E-4,61.0597242683087,0.7464779250698955
-159.072412709231,22.5961555871791,train,2.1145410577264314E-4,75.73285577514231,0.8358977665402931
-159.17400436735,22.6035775899462,train,2.181724687723151E-4,77.54719296980478,0.8450552201101714
-159.307742622675,22.3360192115182,train,2.6329499219388604E-4,87.06158884310024,0.8946367885766274
-159.28006156889,22.5956648196059,train,2.0626052984651572E-4,74.19223112046973,0.8284493939980775
-158.932213117971,22.6210491127566,train,1.9812076230233056E-4,72.32308440630995,0.8160897915040298
-159.134856755772,22.3001725818773,train,2.4685943337252183E-4,84.42828128507115,0.8787462172779211
-158.897665086483,22.6983698184769,train,1.231633611150629E-4,45.5039773532179,0.6509912466746639
-158.848213690025,23.0552654600023,train,2.2412205585937696E-4,79.07363366674056,0.8527372228943635
-158.967937185307,22.4368865445442,train,2.068999503740009E-4,74.38868543422136,0.8293843658417834
-158.937234466101,22.7299463593274,train,1.57654031041811E-4,60.11247418024379,0.7400964605739836
-159.090964824448,23.1348372635814,train,1.8683531579549088E-4,69.30551681765787,0.7974670449829403
-159.50610820397,22.535982916912,train,2.8100212028206255E-4,90.36460842581005,0.9094344913619358
-159.074202382235,23.1183154062195,train,1.8703024009481296E-4,69.3519887977526,0.7978041815370198
-159.051468459033,23.0828860223423,train,2.1799414340935563E-4,77.51323118808367,0.8448188857086748
-159.22054201041,22.6378674131217,train,2.1221759453079285E-4,75.9622344117608,0.836965116428745
-159.302012202519,22.8554344907583,train,1.1678391745908651E-4,42.28533056886941,0.6314335115586598
-159.284547,22.8474321,train,1.17221956828605E-4,42.49926368647689,0.6328107912792583
-159.253107053609,22.5563137710332,train,1.8700596688256746E-4,69.34620181152138,0.7977622297611051
-159.348598464939,22.4698912245386,train,2.7470928244158015E-4,89.28151918854851,0.9044301535206443
-159.259603277959,22.740454496211,train,1.6104327579666432E-4,61.24781673871857,0.7475171799200037
-159.043071064116,22.4203516117368,train,2.0812898172872462E-4,74.76547018455896,0.8311671906642287
-159.1240611,22.6535334,train,2.0874027666532765E-4,74.97616928246765,0.8320469816330262
-159.149836369336,22.7046314243029,train,1.609489765318489E-4,61.210911531670256,0.7473136065152663
-159.6002224,22.7821596,train,2.0053824358070178E-4,72.76163219759309,0.8198507271033177
-158.989698758137,22.5061417077559,train,2.311638930414217E-4,80.80773045231207,0.8613388631129097
-159.4736623,22.5042348,train,2.423401337643604E-4,83.71221263556266,0.8739710698882946
-159.5140416,22.6684231,train,1.8310643741955085E-4,68.00121117037544,0.7909083310479819
-159.521837943239,22.6980579474197,train,1.8332755273717854E-4,68.10339664114414,0.7913031073973005
-159.3745714,22.3631072,train,2.8221497014634545E-4,90.59170660245536,0.9103684480549508
-159.560893407083,22.7397480182095,train,1.836993357231296E-4,68.28004611354109,0.7919652042942543
-159.4090986,22.69958,train,1.633402118917817E-4,62.04495307223979,0.7524254749200352
-159.409563482254,22.7030138412097,train,1.633402118917817E-4,62.04495307223979,0.7524254749200352
-159.02850343786,22.4325187308119,train,2.0385817587200474E-4,73.60271026648442,0.8248906123067633
-159.179137522042,22.3584584669221,train,2.3071334318678196E-4,80.71578320397836,0.8608038801617112
-159.184365377237,22.3168064247416,train,2.3650021414998543E-4,82.17596719165023,0.8675209687683266
-158.987712468089,23.2291172424836,train,1.278448815668875E-4,47.48635787682824,0.6646801780220796
-159.023414701341,23.242374497368,train,1.228432717907898E-4,45.327463488900236,0.6500351372857585
-158.627788087549,22.5031289890874,train,2.0678257648693062E-4,74.34698969880121,0.8292131223620643
-159.039128985269,23.3013468068067,train,1.2050178057244638E-4,44.15603824099133,0.6429609634181461
-158.979186125017,23.1945901983066,train,1.2718234531884697E-4,47.19634963128549,0.6627760114139292
-159.140429703754,23.0109267019779,train,2.810893777677987E-4,90.38515987524764,0.9095020077917503
