variable,x,y
D2C,-22319.179266368712,0.0012049274519085884
D2C,-21721.64922569461,0.0012049274519085884
D2C,-21124.119185020514,0.0012049274519085884
D2C,-20526.589144346413,0.0012049274519085884
D2C,-19929.059103672316,0.0012049274519085884
D2C,-19331.529062998216,0.0012049274519085884
D2C,-18733.99902232412,0.0012049274519085884
D2C,-18136.468981650018,0.0012049274519085884
D2C,-17538.938940975917,0.0012049274519085884
D2C,-16941.40890030182,0.0012049274519085884
D2C,-16343.87885962772,0.0012049274519085884
D2C,-15746.348818953622,0.0012049274519085884
D2C,-15148.818778279523,0.0012049274519085884
D2C,-14551.288737605424,0.0012049274519085884
D2C,-13953.758696931325,0.0012049274519085884
D2C,-13356.228656257226,0.0012049274519085884
D2C,-12758.698615583126,0.0012049274519085884
D2C,-12161.168574909027,0.0012049274519085884
D2C,-11563.63853423493,0.0012049274519085884
D2C,-10966.108493560829,0.0012049274519085884
D2C,-10368.57845288673,0.0012049274519085884
D2C,-9771.04841221263,0.0012049274519085884
D2C,-9173.518371538532,0.0012049274519085884
D2C,-8575.988330864431,0.0012049274519085884
D2C,-7978.458290190334,0.0012049274519085884
D2C,-7380.928249516235,0.0012049274519085884
D2C,-6783.398208842134,0.0012049274519085884
D2C,-6185.8681681680355,0.0012049274519085884
D2C,-5588.338127493938,0.0012049274519085884
D2C,-4990.808086819838,0.0012049274519085884
D2C,-4393.2780461457405,0.0012049274519085884
D2C,-3795.7480054716398,0.0012049274519085884
D2C,-3198.217964797539,0.0012049274519085884
D2C,-2600.687924123442,0.0012049274519085884
D2C,-2003.1578834493412,0.0012049274519085884
D2C,-1405.627842775244,0.0012049274519085884
D2C,-808.097802101147,0.0012049274519085884
D2C,-210.56776142704257,0.0012049274519085884
D2C,386.96227924705454,0.0012049274519085884
D2C,984.4923199211516,0.0012049274519085884
D2C,1582.0223605952524,0.0012049274519085884
D2C,2179.552401269353,0.0012049274519085884
D2C,2777.0824419434502,0.001196507248096168
D2C,3374.612482617551,0.0011715953005477786
D2C,3972.142523291648,0.0011471979087218642
D2C,4569.672563965745,0.0011233047116547823
D2C,5167.20260463985,0.0010999051155522466
D2C,5764.732645313947,0.0010769892251119018
D2C,6362.262685988044,0.0010545470286160707
D2C,6959.792726662145,0.00103256874717772
D2C,7557.322767336242,0.0010110450675711036
D2C,8154.852808010346,9.899664437398314E-4
D2C,8752.382848684443,9.693238534964621E-4
D2C,9349.91288935854,9.491083328612149E-4
D2C,9947.442930032641,9.293110924772918E-4
D2C,10544.972970706742,9.099236922338605E-4
D2C,11142.503011380835,8.909375173971057E-4
D2C,11740.033052054936,8.740458288230002E-4
D2C,12337.563092729037,8.591146324761212E-4
D2C,12935.093133403137,8.444355335086584E-4
D2C,13532.623174077231,8.300042827613652E-4
D2C,14130.153214751332,8.158167474903166E-4
D2C,14727.683255425432,8.018689113669097E-4
D2C,15325.213296099533,7.881567580625415E-4
D2C,15922.743336773634,7.746763294562697E-4
D2C,16520.273377447727,7.614237256348133E-4
D2C,17117.803418121828,7.483952795155346E-4
D2C,17715.33345879593,7.355870911851525E-4
D2C,18312.86349947003,7.229955517686903E-4
D2C,18910.39354014413,7.106170523911715E-4
D2C,19507.923580818224,6.984479259699583E-4
D2C,20105.453621492325,6.864848546683788E-4
D2C,20702.983662166418,6.747242878191173E-4
D2C,21300.513702840526,6.631628493778408E-4
D2C,21898.043743514627,6.517971633002162E-4
D2C,22495.57378418872,6.406240281648934E-4
D2C,23093.10382486282,6.296401843428612E-4
D2C,23690.63386553692,6.188424886204302E-4
D2C,24288.163906211015,6.082277977839112E-4
D2C,24885.693946885123,5.977930850349367E-4
D2C,25483.223987559217,5.875352653674781E-4
D2C,26080.754028233318,5.7745142839849E-4
D2C,26678.28406890742,5.675386637449265E-4
D2C,27275.81410958151,5.57794061023742E-4
D2C,27873.344150255612,5.482148844748735E-4
D2C,28470.874190929713,5.387982237152755E-4
D2C,29068.404231603814,5.295415176078677E-4
D2C,29665.934272277915,5.204419721849263E-4
D2C,30263.46431295201,5.114969681017101E-4
D2C,30860.99435362611,5.02703944221139E-4
D2C,31458.524394300202,4.940603394061327E-4
D2C,32056.05443497431,4.8556356341578066E-4
D2C,32653.58447564841,4.772112879436463E-4
D2C,33251.1145163225,4.6900101006031036E-4
D2C,33848.6445569966,4.6093034325167537E-4
D2C,34446.1745976707,4.529969301074743E-4
D2C,35043.7046383448,4.4519855873659253E-4
D2C,35641.234679018904,4.3753281352110207E-4
D2C,36238.764719693005,4.299975698813796E-4
D2C,36836.294760367105,4.225906159263104E-4
D2C,37433.82480104119,4.1530976886861026E-4
D2C,38031.35484171529,4.081529041286558E-4
D2C,38628.88488238941,4.011179262306541E-4
D2C,39226.414923063494,3.9420288521796465E-4
D2C,39823.944963737595,3.874056274071336E-4
D2C,40421.475004411695,3.8072423194535077E-4
D2C,41019.005045085796,3.7415677797980607E-4
D2C,41616.5350857599,3.6770125734619796E-4
D2C,42214.065126434,3.613558365032077E-4
D2C,42811.5951671081,3.551187110133469E-4
D2C,43409.1252077822,3.489879600238055E-4
D2C,44006.6552484563,3.4296183730475605E-4
D2C,44604.185289130386,3.370386257302016E-4
D2C,45201.71532980449,3.312164917588234E-4
D2C,45799.24537047859,3.254937764722854E-4
D2C,46396.77541115269,3.1986882095225155E-4
D2C,46994.30545182679,3.1433996628038585E-4
D2C,47591.83549250089,3.0890555353835225E-4
D2C,48189.36553317499,3.0356404022313654E-4
D2C,48786.89557384909,2.9831385472789407E-4
D2C,49384.42561452318,2.931533963419497E-4
D2C,49981.95565519729,2.8808118076995015E-4
D2C,50579.48569587138,2.830957528203726E-4
D2C,51177.01573654548,2.7819559909403324E-4
D2C,51774.54577721958,2.7337929350323975E-4
D2C,52372.07581789368,2.686454390641302E-4
D2C,52969.60585856778,2.6399260968901217E-4
D2C,53567.13589924187,2.5941943749785423E-4
D2C,54164.66593991598,2.549246128182858E-4
D2C,54762.195980590084,2.50506738666445E-4
D2C,55359.72602126417,2.461645635776222E-4
D2C,55957.256061938286,2.418968069832772E-4
D2C,56554.78610261237,2.3770221741870046E-4
D2C,57152.31614328647,2.3357949976343662E-4
D2C,57749.84618396057,2.295274898642674E-4
D2C,58347.376224634674,2.2554497991222888E-4
D2C,58944.906265308775,2.216307766502723E-4
D2C,59542.43630598286,2.1778373047709465E-4
D2C,60139.96634665698,2.1400272089522332E-4
D2C,60737.49638733106,2.1028658375144005E-4
D2C,61335.02642800516,2.0663424220401794E-4
D2C,61932.55646867928,2.0304464851506054E-4
D2C,62530.086509353365,1.9951668218709528E-4
D2C,63127.616550027466,1.9604932458605617E-4
D2C,63725.14659070155,1.9264152797404677E-4
D2C,64322.67663137567,1.89292331924662E-4
D2C,64920.20667204977,1.8600067414809018E-4
D2C,65517.736712723854,1.827656087698415E-4
D2C,66115.26675339797,1.795862044673413E-4
D2C,66712.79679407206,1.7646145715843886E-4
D2C,67310.32683474616,1.7339046462439E-4
D2C,67907.85687542026,1.7037232464645058E-4
D2C,68505.38691609436,1.6740610590204597E-4
D2C,69102.91695676846,1.644910080358386E-4
D2C,69700.44699744256,1.6162604151759297E-4
D2C,70297.97703811666,1.5881042054388672E-4
D2C,70895.50707879075,1.5604330110363662E-4
D2C,71493.03711946485,1.5332385373767465E-4
D2C,72090.56716013896,1.506512489868328E-4
D2C,72688.09720081305,1.4802475925534964E-4
D2C,73285.62724148715,1.4544351142831147E-4
D2C,73883.15728216125,1.4290674880612642E-4
D2C,74480.68732283535,1.404137583449483E-4
D2C,75078.21736350945,1.3796375424135476E-4
D2C,75675.74740418355,1.3555602345149964E-4
D2C,76273.27744485765,1.331898383796215E-4
D2C,76870.80748553174,1.3086452963761985E-4
D2C,77468.33752620584,1.2857932597398758E-4
D2C,78065.86756687994,1.263335725525394E-4
D2C,78663.39760755404,1.2412661453709006E-4
D2C,79260.92764822814,1.2195777526358142E-4
D2C,79858.45768890224,1.1982640717178583E-4
D2C,80455.98772957634,1.1773189908126369E-4
D2C,81053.51777025043,1.1567355977604166E-4
D2C,81651.04781092455,1.136508071795106E-4
D2C,82248.57785159865,1.1166303738718852E-4
D2C,82846.10789227273,1.0970963921863586E-4
D2C,83443.63793294683,1.0779003059724346E-4
D2C,84041.16797362093,1.059036367223598E-4
D2C,84638.69801429503,1.0404991189716384E-4
D2C,85236.22805496912,1.0222824494121596E-4
D2C,85833.75809564324,1.0043811926152557E-4
D2C,86431.28813631734,9.86789891612716E-5
D2C,87028.81817699142,9.695032349554822E-5
D2C,87626.34821766554,9.525160567136481E-5
D2C,88223.87825833962,9.358234092360362E-5
D2C,88821.40829901372,9.194198355544358E-5
D2C,89418.93833968783,9.033006062963977E-5
D2C,90016.46838036193,8.874608465703204E-5
D2C,90613.99842103603,8.718957542441785E-5
D2C,91211.52846171011,8.566005999455228E-5
D2C,91809.05850238423,8.415709453402087E-5
D2C,92406.58854305831,8.268019155366346E-5
D2C,93004.11858373242,8.122891449602321E-5
D2C,93601.64862440653,7.980283407960087E-5
D2C,94199.17866508062,7.84246512921527E-5
D2C,94796.70870575472,7.711523358011618E-5
D2C,95394.2387464288,7.582740363432094E-5
D2C,95991.76878710292,7.473755249520764E-5
D2C,96589.29882777702,7.404280768241733E-5
D2C,97186.8288684511,7.33542547095567E-5
D2C,97784.35890912522,7.267184992088005E-5
D2C,98381.88894979931,7.199553510872647E-5
D2C,98979.41899047341,7.132526661735028E-5
D2C,99576.94903114752,7.066099351504818E-5
D2C,100174.47907182161,7.000265031820163E-5
D2C,100772.00911249571,6.935019337106496E-5
D2C,101369.53915316981,6.870357901789248E-5
D2C,101967.06919384391,6.806274905102327E-5
D2C,102564.599234518,6.742765981471166E-5
D2C,103162.1292751921,6.679826037725434E-5
D2C,103759.65931586621,6.617450708290562E-5
D2C,104357.1893565403,6.555633444804698E-5
D2C,104954.7193972144,6.494371336884797E-5
D2C,105552.2494378885,6.433658563764766E-5
D2C,106149.7794785626,6.373490759870037E-5
D2C,106747.3095192367,6.313863559626043E-5
D2C,107344.8395599108,6.254772597458214E-5
D2C,107942.3696005849,6.196212052600458E-5
D2C,108539.89964125899,6.13817828707397E-5
D2C,109137.4296819331,6.0806662077084184E-5
D2C,109734.9597226072,6.0337180912029E-5
D2C,110332.48976328131,5.992250589770265E-5
D2C,110930.0198039554,5.951046841801144E-5
D2C,111527.54984462948,5.910106119699776E-5
D2C,112125.0798853036,5.8725650887936354E-5
D2C,112722.60992597768,5.838233482791111E-5
D2C,113320.1399666518,5.804082320537418E-5
D2C,113917.67000732588,5.770110510638915E-5
D2C,114515.200048,5.7363169617019594E-5
D2C,115112.73008867408,5.702701673726551E-5
D2C,115710.2601293482,5.669262827723287E-5
D2C,116307.79017002229,5.636000059894286E-5
D2C,116905.32021069637,5.602912642643787E-5
D2C,117502.85025137049,5.569999848376028E-5
D2C,118100.38029204457,5.537260585697368E-5
D2C,118697.91033271869,5.5046886700438336E-5
D2C,119295.44037339278,5.472288830787875E-5
D2C,119892.97041406689,5.440059976535849E-5
D2C,120490.50045474098,5.4080017434898764E-5
D2C,121088.03049541506,5.3761137678520754E-5
D2C,121685.56053608918,5.3443945944309235E-5
D2C,122283.0905767633,5.312843495630659E-5
D2C,122880.62061743738,5.281460835249163E-5
D2C,123478.15065811147,5.2502444304991513E-5
D2C,124075.68069878558,5.219193917582743E-5
D2C,124673.21073945967,5.1883085689041764E-5
D2C,125270.74078013375,5.157588020665571E-5
D2C,125868.27082080787,5.127030817675404E-5
D2C,126465.80086148198,5.096636959933676E-5
D2C,127063.33090215607,5.066405356046744E-5
D2C,127660.86094283019,5.0363352784188464E-5
D2C,128258.39098350427,5.006425635656342E-5
D2C,128855.92102417836,4.9766760639613494E-5
D2C,129453.45106485244,4.9470858357381076E-5
D2C,130050.98110552659,4.917654223390855E-5
D2C,130648.51114620068,4.88838049932383E-5
D2C,131246.04118687476,4.85926320834551E-5
D2C,131843.57122754888,4.830302350455895E-5
D2C,132441.10126822296,4.801498289452866E-5
D2C,133038.63130889705,4.7728481149533764E-5
D2C,133636.16134957114,4.744352190755308E-5
D2C,134233.69139024528,4.7160094254650176E-5
D2C,134831.22143091937,4.687819455284625E-5
D2C,135428.75147159345,4.6597815526183695E-5
D2C,136026.28151226757,4.6318949898704886E-5
D2C,136623.81155294165,4.6041590394452214E-5
D2C,137221.34159361574,4.5765729737468064E-5
D2C,137818.87163428986,4.5491357013816014E-5
D2C,138416.40167496397,4.5218472223496065E-5
D2C,139013.93171563806,4.4947064452571794E-5
D2C,139611.46175631214,4.4677130063064396E-5
D2C,140208.99179698626,4.4408661779016256E-5
D2C,140806.52183766034,4.414164868649095E-5
D2C,141404.05187833443,4.3876079871552065E-5
D2C,142001.58191900857,4.36119589721784E-5
D2C,142599.11195968266,4.334927143645473E-5
D2C,143196.64200035675,4.3088013626402244E-5
D2C,143794.17204103083,4.282818190404214E-5
D2C,144391.70208170495,4.256976171745919E-5
D2C,144989.23212237903,4.231275670463219E-5
D2C,145586.76216305312,4.205714867566712E-5
D2C,146184.29220372727,4.1802937630563974E-5
D2C,146781.82224440135,4.155011993134394E-5
D2C,147379.35228507544,4.12986810260918E-5
D2C,147976.88232574952,4.104862455278635E-5
D2C,148574.41236642364,4.079993232153356E-5
D2C,149171.94240709773,4.055260433233343E-5
D2C,149769.4724477718,4.0306633309228346E-5
D2C,150367.00248844596,4.0062008338281885E-5
D2C,150964.53252912004,3.981872941949405E-5
D2C,151562.06256979413,3.957678927690722E-5
D2C,152159.59261046824,3.933617699658498E-5
D2C,152757.12265114233,3.9096888940548524E-5
D2C,153354.65269181642,3.885892147081904E-5
D2C,153952.18273249053,3.862226367346011E-5
D2C,154549.71277316465,3.838691191049293E-5
D2C,155147.24281383873,3.8152858905959874E-5
D2C,155744.77285451282,3.7920104659860954E-5
D2C,156342.30289518693,3.768863098230213E-5
